msoa,centroid_easting,centroid_northing,station,station_easting,station_northing,postcode,station_postcode_distance,distance_to_msoa_centroid
E02001088,381188.0257,390496.223099999,Northern Moor (Manchester Metrolink),380957.6,390900.6,M23 0HD,4.649107032179384e-06,0.4649008242004595
E02001585,443925.0459,395900.795,Parkgate,443712.0,394226.0,S60 1TG,4.3793451179352795e-05,1.6872888805535144
E02006894,391773.3902,297227.6458,The Royal(Midland Metro ),392125.0,298180.5,WV1 3QW,7.143568058584929e-06,1.0149731142270788
E02002164,390909.863,299637.809800001,Wolverhampton (Midland Metro ),391993.0,298832.0,WV100DQ,1.0817003397183381e-05,1.3473298097337603
E02002061,399881.5074,291048.488,Lodge Rd West Bromwich Town Hall (Metro ),400115.0,291198.5,B70 8PH,8.74516434819012e-06,0.2769381085784882
E02001266,378038.0529,394697.389699999,Stretford (Manchester Metrolink),379909.2,394378.4,M32 8HW,6.141327919480112e-06,1.892730975084373
E02002136,397118.9272,298478.666099999,Bilston Central (Midland Metro ),395013.3333333333,296442.3333333333,WV140AH,9.938357898608145e-06,2.9243364205279803
E02002049,395859.4786,294136.180400001,Bradley Lane (Midland Metro ),396212.0,295315.5,WV148BZ,1.9960573124213312e-05,1.230170091005477
E02006913,384435.0533,400505.685799999,Queens Road (Manchester Metrolink),385064.75,400576.0,M8  7RL,1.0000687717282655e-05,0.631782716540366
E02002145,397468.6324,296893.497500001,Bradley Lane (Midland Metro ),396212.0,295315.5,WV148BZ,1.9960573124213312e-05,2.014527346300077
E02004603,394689.9584,223246.2269,Cheltenham Racecourse (Gloucs Warwicksway),395331.0,225037.0,GL504SH,7.724734436166049e-05,1.900996885357672
E02001658,437383.003,384897.8654,Arbourthorne Road,436830.6666666667,385314.0,S2  3TA,8.236412021298666e-06,0.6901432270606884
E02002828,461411.5101,308080.985300001,Great Centralway,458721.0,308206.0,LE4 3BR,3.754521106476337e-05,2.6855990056755576
E02001637,438756.601,388139.637599999,Attercliffe,438004.1666666667,388536.1666666667,S9  3SP,1.2395431668179245e-05,0.8484936173205827
E02002832,459409.2892,306546.130999999,Leicester North (Great Centralway),458697.0,308065.0,LE4 3BR,1.510302343074173e-05,1.6761537000442481
E02005365,461482.8845,309110.3399,Great Centralway,458721.0,308206.0,LE4 3BR,3.754521106476337e-05,2.898359925436786
E02001640,433456.0029,387390.638499999,University of Sheffield,434417.6666666667,387217.0,S3  7QR,5.376108261507655e-06,0.9744406355860037
E02001661,436065.6764,384718.591600001,Arbourthorne Road,436830.6666666667,385314.0,S2  3TA,8.236412021298666e-06,0.9674194544715967
E02001666,443622.2374,383697.284600001,Beighton - Drake House Lane,443541.0,382954.0,S20 7PP,1.3935361855454364e-05,0.7472882706567908
E02005285,379829.7956,419918.9923,Rawtenstall (East Lancashireway),380904.0,422498.0,BB4 6AJ,5.312789393677367e-06,2.791229598091904
E02004605,396362.3223,222966.143200001,Cheltenham Racecourse (Gloucs Warwicksway),395331.0,225037.0,GL504SH,7.724734436166049e-05,2.3116609066275124
W02000015,248672.4037,362734.548699999,Caernarfon (Welsh Highland Rly-Caernarfon),248126.0,362444.0,LL552PH,1.3868604503743532e-05,0.6172562217507482
W02000016,249101.7614,359829.269099999,Dinas (Welsh Highland Rly-Caernarfon),247683.0,358707.0,LL545UP,3.8529436868477125e-06,1.8050538790262394
E02005832,453448.845,349108.0714,Hucknall Tram ,454004.3333333333,349324.6666666667,NG158HU,1.5509029868175685e-05,0.5946606821056186
E02002834,457798.6939,306104.0679,Leicester North (Great Centralway),458697.0,308065.0,LE4 3BR,1.510302343074173e-05,2.1549889288815836
E02001629,435233.1067,390036.5791,Bamforth Street,433837.1666666667,389237.6666666667,S6  2HE,1.2108648033717196e-05,1.6046130842784303
E02001623,436742.2591,391371.5813,Meadowhall Interchange,439104.5,391310.0,S9  1EQ,1.714239770579675e-05,2.3561372012845907
E02005281,381132.2839,422828.899900001,Rawtenstall (East Lancashireway),380904.0,422498.0,BB4 6AJ,5.312789393677367e-06,0.40147349947301914
E02001659,441539.8118,384832.3969,Hackenthorpe,441305.3333333333,383142.6666666667,S19 6RQ,1.4290578960684968e-05,1.7049290627645266
E02001649,438396.4641,385966.054400001,Spring Lane,437445.8333333333,385636.5,S2  1GG,9.76650346181128e-06,1.0034399423796914
E02001673,444380.945,382789.197799999,Waterthorpe,443709.0,382374.5,S20 7LT,3.0167743483337444e-05,0.7878056928239792
E02005358,458199.7939,313879.58,Rothley (Great Centralway),456869.5,312236.5,LE7 7LA,3.803921016654788e-05,2.111035884608829
E02001662,438840.8249,384622.2104,Hollinsend,438405.6666666667,384048.3333333333,S12 2SU,7.732062448425386e-06,0.7191834968964314
E02003678,496687.0576,202603.328299999,Chesham Underground,496070.0,201634.0,HP5 1DL,6.6328081562013946e-06,1.147766277436214
E02001635,431594.017,388627.130999999,Malin Bridge,432792.5,389425.0,S6  4NG,1.5042422506164967e-05,1.436609170262536
E02001672,438635.1784,383010.205399999,White Lane,438727.0,383061.6666666667,S12 3GE,1.1183761078291495e-05,0.10501007822781351
E02001619,434295.5558,392740.3522,Middlewood,432655.25,391125.5,S6  1TN,7.1537397774105835e-06,2.297755515765714
E02001654,442637.8869,385213.764799999,Moss Way,442531.8333333333,382997.1666666667,S20 8LZ,1.3994430846140291e-05,2.2179357818247603
E02002836,459779.231,306046.0437,Leicester North (Great Centralway),458697.0,308065.0,LE4 3BR,1.510302343074173e-05,2.2885185158116226
E02001632,436276.7197,389134.0254,Hyde Park,436520.3333333333,387670.0,S2  5BP,9.700357453517114e-06,1.4832780732995405
E02005356,456123.8945,316626.099300001,Quorn & Woodhouse (Great Centralway),454918.5,316175.5,LE128AG,2.8479728502189108e-05,1.283486819285376
E02001653,436529.6305,385421.517899999,Arbourthorne Road,436830.6666666667,385314.0,S2  3TA,8.236412021298666e-06,0.3188171492895625
E02004044,433890.0115,342935.9263,Duffield (Ecclesbourne Valleyway),434564.0,343545.0,DE564JD,5.614147412350571e-06,0.906769623712998
E02005346,453931.9215,320034.907199999,Loughborough Central (Great Centralway),454349.0,319327.0,LE111SZ,1.1277054925931671e-05,0.8207682410217342
E02005363,458958.1354,309804.8619,Great Centralway,458721.0,308206.0,LE4 3BR,3.754521106476337e-05,1.6155435177042117
E02002829,458204.2772,307629.3522,Leicester North (Great Centralway),458697.0,308065.0,LE4 3BR,1.510302343074173e-05,0.6564789599703253
E02001664,437935.0153,383948.672800001,Hollinsend,438405.6666666667,384048.3333333333,S12 2SU,7.732062448425386e-06,0.4797273651031639
E02004668,402284.241,229272.333699999,Winchcombe (Gloucs Warwicksway),402627.5,229782.0,GL545PL,1.3461875316715582e-05,0.613822557804854
E02005347,452851.9754,319816.1404,Loughborough Central (Great Centralway),454349.0,319327.0,LE111SZ,1.1277054925931671e-05,1.5707320255125892
E02003679,496334.736,201132.2848,Chesham Underground,496070.0,201634.0,HP5 1DL,6.6328081562013946e-06,0.5667866564195534
E02001671,441807.4785,383038.686100001,Donetsk Way,442019.3333333333,382943.0,S19 6TH,2.0946102547353966e-05,0.2318795765971152
E02006835,456316.2864,346698.8265,Moor Bridge Tram ,454641.0,346666.6666666667,NG6 8AB,1.7035883943142565e-05,1.670697951080976
E02004087,447969.3415,334867.388800001,Tram Park & Ride,449695.0,335922.5,NG9 7JB,3.902563502947683e-05,2.01807967768486
E02004601,396518.3981,223888.3705,Cheltenham Racecourse (Gloucs Warwicksway),395331.0,225037.0,GL504SH,7.724734436166049e-05,1.6494236463329754
W02000117,258687.2913,281855.476299999,Llanbadarn (Vale of Rheidolway),259828.0,280688.0,SY233RL,1.6808518172418143e-05,1.629164782946123
E02005969,460157.6275,189567.6939,Wallingford (Cholsey & Wallingfordway),459993.5,189142.5,OX109DJ,6.844629368547895e-06,0.4554922054860701
E02001624,438201.4507,391176.193700001,Meadowhall Interchange,439104.5,391310.0,S9  1EQ,1.714239770579675e-05,0.9102793243377634
E02002827,456664.4975,308676.613500001,Great Centralway,458721.0,308206.0,LE4 3BR,3.754521106476337e-05,2.1038190483323373
E02001642,439892.5801,387199.395300001,Attercliffe,438004.1666666667,388536.1666666667,S9  3SP,1.2395431668179245e-05,2.308792647647335
E02005831,454149.5527,349577.481699999,Hucknall Tram ,454004.3333333333,349324.6666666667,NG158HU,1.5509029868175685e-05,0.2912284442256285
E02004634,363749.3534,203268.0053,Lydney Town (Dean Forestway),363328.0,203186.0,GL155HN,3.058210826745918e-06,0.4280886431236224
E02001648,431944.4902,386051.8957,University of Sheffield,434417.6666666667,387217.0,S3  7QR,5.376108261507655e-06,2.7270483209610723
E02006843,435031.3063,387741.193,City Hall,435160.6666666667,387341.5,S1  3ZA,2.55565359309687e-06,0.41979183166769163
E02003683,499300.9715,197604.092800001,Chalfont & Latimer Underground,499639.0,197561.3333333333,HP6 6RZ,7.0758427558820114e-06,0.33974253609932137
E02001628,440203.3135,390789.2128,Meadowhall South - Tinsley,439646.0,390990.0,S9  1EA,1.1673715431757243e-05,0.5908161872494071
E02001675,443288.1043,381944.0777,Westfield,443795.6666666667,381851.0,S19 5NB,2.2751824342995326e-05,0.5145605816663876
E02001647,440577.9547,386177.1842,Manor Top,438121.6666666667,384910.5,S12 2SS,1.0075521791207036e-05,2.756929974247039
E02001622,434019.9269,391542.6401,Leppings Lane,433053.8333333333,390496.8333333333,S6  4HE,1.2700966329894138e-05,1.4213961089950642
W02000026,258952.2183,301075.125600001,Tywyn Pendre (Talyllynway),259048.0,300818.0,LL369EN,2.6437158557678754e-06,0.2741184659421597
E02001620,436860.2683,392399.913000001,Meadowhall Interchange,439104.5,391310.0,S9  1EQ,1.714239770579675e-05,2.488767686840013
E02001636,434154.8004,388206.0688,Infirmary Road,434515.6666666667,388351.6666666667,S6  3AZ,9.120743659514327e-06,0.3881205219854093
E02003676,493907.3994,203315.5111,Chesham Underground,496070.0,201634.0,HP5 1DL,6.6328081562013946e-06,2.7341923111314785
E02004607,395528.8206,222577.9794,Cheltenham Racecourse (Gloucs Warwicksway),395331.0,225037.0,GL504SH,7.724734436166049e-05,2.4662675534940504
E02006868,436837.2075,386931.4334,Cricket Inn Road,436905.5,387605.0,S2  5BB,1.637641269204529e-06,0.6766409499493597
E02001638,433216.9267,387820.095100001,Netherthorpe Road,434502.0,387650.75,S3  7FB,7.987910050950219e-06,1.2924572497769393
E02002833,460052.0883,306716.6295,Leicester North (Great Centralway),458697.0,308065.0,LE4 3BR,1.510302343074173e-05,1.908490445913525
W02000118,259271.5464,280545.363399999,Llanbadarn (Vale of Rheidolway),259828.0,280688.0,SY233RL,1.6808518172418143e-05,0.5727768023754475
E02001633,430553.891,388916.554199999,Malin Bridge,432792.5,389425.0,S6  4NG,1.5042422506164967e-05,2.289176401927933
E02004089,449125.308,333597.7837,Tram Park & Ride,449695.0,335922.5,NG9 7JB,3.902563502947683e-05,2.392031020159051
E02001674,435582.266,382836.563300001,Herdings Park,437411.25,382984.5,S14 1SG,2.1331645438023604e-05,1.8296228348978236
E02001643,431494.5499,386976.561799999,Malin Bridge,432792.5,389425.0,S6  4NG,1.5042422506164967e-05,2.7682409824066934
W02000018,270174.2721,344849.4178,Tanygrisiau (Ffestiniogway),268270.0,344928.0,LL413TW,1.1840765119693316e-05,1.8999982716615782
E02001660,434180.487,384749.9048,Park Grange Croft,436120.8333333333,386059.3333333333,S2  3DF,1.946680325417029e-05,2.335724036917575
W02000027,278177.1164,382101.275699999,Victoria (Great Orme Tramway),277844.0,382713.0,LL302HH,9.445236672880687e-06,0.6956462705357538
E02004073,429838.8209,359553.809900001,Matlock (Peak),429606.5,360214.5,DE4 3LZ,1.4601662718639722e-05,0.6998271392381595
E02005364,459369.01,309459.0239,Great Centralway,458721.0,308206.0,LE4 3BR,3.754521106476337e-05,1.4092814633501283
E02006804,442841.4388,378961.8873,Halfway,443765.5,381490.5,S20 8GF,1.538646385967082e-05,2.6899517530603774
E02005834,452432.3891,347884.346999999,Butler's Hill Tram ,454514.0,348265.0,NG157QP,1.779526023682406e-05,2.1100949228831176
E02002831,460945.6809,307058.0602,Leicester North (Great Centralway),458697.0,308065.0,LE4 3BR,1.510302343074173e-05,2.4577444703070177
E02001627,433156.2452,390407.4636,Leppings Lane,433053.8333333333,390496.8333333333,S6  4HE,1.2700966329894138e-05,0.1356689212560492
E02004633,360977.4404,206327.5743,Parkend (Dean Forestway),361715.0,207855.0,GL154HA,1.1326639867124653e-05,1.6949426770600526
E02005833,452045.9058,348800.9848,Hucknall Tram ,454004.3333333333,349324.6666666667,NG158HU,1.5509029868175685e-05,2.021616364779667
E02005278,381343.2504,425395.374,Rawtenstall (East Lancashireway),380904.0,422498.0,BB4 6AJ,5.312789393677367e-06,2.928649244779812
W02000028,278665.771,381242.210000001,Victoria (Great Orme Tramway),277844.0,382713.0,LL302HH,9.445236672880687e-06,1.6825873166343561
E02001634,433154.9681,388718.0952,Malin Bridge,432792.5,389425.0,S6  4NG,1.5042422506164967e-05,0.7936105809071353
E02001631,432427.983,389823.6481,Malin Bridge,432792.5,389425.0,S6  4NG,1.5042422506164967e-05,0.5393132062648935
E02003682,496814.9312,197512.0351,Amersham Underground,496383.0,198183.5,HP6 5BB,7.031334028502663e-06,0.7975538136166777
W02000024,292484.3103,335798.9921,Bala (Bala Lakeway),292971.0,334985.0,LL237PH,1.634371096658581e-05,0.9471913102590136
E02001657,432506.656,385100.1972,University of Sheffield,434417.6666666667,387217.0,S3  7QR,5.376108261507655e-06,2.8471978616553555
E02005877,459770.0222,341816.352299999,Lace Market Tram ,457509.6666666667,339854.3333333333,NG1 1QQ,3.2952962002609423e-06,2.9874109334827827
E02001652,435248.9359,385911.3956,Park Grange Croft,436120.8333333333,386059.3333333333,S2  3DF,1.946680325417029e-05,0.8818301590534238
E02005360,454624.6156,312597.979499999,Rothley (Great Centralway),456869.5,312236.5,LE7 7LA,3.803921016654788e-05,2.2673572492551197
E02001625,435148.9492,391222.5699,Leppings Lane,433053.8333333333,390496.8333333333,S6  4HE,1.2700966329894138e-05,2.2113175485144345
E02001655,439741.4794,385281.1274,Manor Top,438121.6666666667,384910.5,S12 2SS,1.0075521791207036e-05,1.6570000550656099
E02004600,393975.3737,224185.3495,Cheltenham Racecourse (Gloucs Warwicksway),395331.0,225037.0,GL504SH,7.724734436166049e-05,1.597589873606786
E02007035,396313.1518,227411.355,Cheltenham Racecourse (Gloucs Warwicksway),395331.0,225037.0,GL504SH,7.724734436166049e-05,2.567824960545489
E02007034,395458.7743,227928.104599999,Gotherington (Gloucs Warwicksway),397506.0,229864.0,GL529QY,2.1043779186107104e-05,2.813032571970811
E02001656,433263.3862,385186.5019,University of Sheffield,434417.6666666667,387217.0,S3  7QR,5.376108261507655e-06,2.3330264122982474
E02005354,452754.7472,317566.850299999,Loughborough Central (Great Centralway),454349.0,319327.0,LE111SZ,1.1277054925931671e-05,2.371066856201593
E02002830,456800.6284,307166.135500001,Leicester North (Great Centralway),458697.0,308065.0,LE4 3BR,1.510302343074173e-05,2.0934213097381495
E02005351,451673.26,318931.188100001,Loughborough Central (Great Centralway),454349.0,319327.0,LE111SZ,1.1277054925931671e-05,2.697120414655496
E02001646,433560.7518,386230.1592,University of Sheffield,434417.6666666667,387217.0,S3  7QR,5.376108261507655e-06,1.3049100620892875
E02004105,445573.0673,380632.280300001,Halfway,443765.5,381490.5,S20 8GF,1.538646385967082e-05,1.9960215540495319
E02005353,453836.4372,318186.813200001,Loughborough Central (Great Centralway),454349.0,319327.0,LE111SZ,1.1277054925931671e-05,1.2489983830506606
E02004085,447522.6425,336513.947799999,Tram Park & Ride,449695.0,335922.5,NG9 7JB,3.902563502947683e-05,2.245291957775326
E02003681,496885.8308,198818.5297,Amersham Underground,496383.0,198183.5,HP6 5BB,7.031334028502663e-06,0.8088808793760387
E02001626,432573.8364,390616.652100001,Leppings Lane,433053.8333333333,390496.8333333333,S6  4HE,1.2700966329894138e-05,0.4933541321302884
E02001669,434615.1288,383132.6478,Herdings Park,437411.25,382984.5,S14 1SG,2.1331645438023604e-05,2.7918929897458615
E02001650,434645.7156,386026.875,West Street,434857.0,387204.5,S1  4GD,4.394463235606943e-06,1.1956997501921556
E02001617,437005.0912,393194.123199999,Meadowhall Interchange,439104.5,391310.0,S9  1EQ,1.714239770579675e-05,2.815697298199618
E02001630,436377.7093,389978.016899999,Attercliffe,438004.1666666667,388536.1666666667,S9  3SP,1.2395431668179245e-05,2.1695165605767164
E02004072,429909.4173,360937.756100001,Matlock (Peak),429606.5,360214.5,DE4 3LZ,1.4601662718639722e-05,0.7834574432464496
E02001670,437094.9837,383028.1877,Herdings Park,437411.25,382984.5,S14 1SG,2.1331645438023604e-05,0.3183530178697566
E02006869,440266.0672,383523.6588,Birley Lane,440089.8333333333,382777.3333333333,S12 3AT,1.636015750629835e-05,0.7663417047469868
