msoa,MC: Care home with nursing,MC: Care home without nursing,MC: Children's home,MC: General hospital,MC: Home or hostel,MC: Mental health hospital or unit,MC: Other home,MC: Other hospital,Other: Approved premises,Other: Defence,Other: Detention centres,Other: Education,Other: Prison service,Other: Religious,Other: Staff/Worker accommodation,Other: Temporary accommodation,total
E02002560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
E02002561,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02002562,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02002563,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E02002564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002567,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
E02002568,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,7
E02002569,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
E02002570,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
E02002571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002573,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,10
E02004290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02004291,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02004292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02004293,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
E02004294,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5
E02004295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
E02004296,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
E02004297,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02004298,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
E02004299,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,7
E02004300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02004301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
E02004302,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02004303,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02004304,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E02004305,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,7
E02004306,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4
E02004307,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
E02004308,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
E02004309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
E02004310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
E02004311,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5
E02004312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
E02004313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,6
E02004314,2,2,0,0,0,0,0,0,0,0,0,45,2,0,4,5,60
E02004315,4,0,0,0,0,0,1,0,0,0,0,11,0,0,1,3,20
E02004316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02004317,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
E02004318,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02004319,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
E02004320,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
E02004321,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
E02004322,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
E02004323,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E02004324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02004325,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E02004326,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
E02004327,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
E02004328,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02004329,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
E02004330,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
E02004331,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02004332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02004333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02004334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02004335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02004336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02004337,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,7
E02004338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3
E02004339,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
E02004340,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02004341,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
E02004342,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02004343,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2,12
