msoa,Ethnicity,Total,0-15,16-19,20-21,22-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-99
E02003600,Black,35,2,7,2,1,2,0,4,2,5,2,5,2,1
E02003600,Mixed,82,41,5,1,8,6,3,5,4,3,2,1,1,2
E02003600,Other,16,5,1,0,1,0,0,1,3,1,2,1,0,1
E02003600,White,2968,545,118,49,71,176,187,166,198,209,219,224,202,604
E02003601,Asian,52,12,0,1,2,4,7,4,4,4,2,6,3,3
E02003601,Black,45,9,2,0,0,0,6,6,9,3,2,4,4,0
E02003601,Mixed,55,30,1,0,2,4,3,0,3,3,2,5,1,1
E02003601,Other,14,2,0,0,1,0,1,0,3,3,0,2,1,1
E02003601,White,3855,718,138,56,96,221,238,227,239,226,307,288,281,820
E02003602,Asian,47,5,3,0,4,4,3,3,3,3,4,8,3,4
E02003602,Black,29,6,3,0,0,0,3,1,2,1,2,4,2,5
E02003602,Mixed,53,33,3,0,3,6,4,2,0,1,0,0,1,0
E02003602,Other,9,0,0,0,0,0,1,1,0,3,1,2,0,1
E02003602,White,3050,478,134,60,91,118,150,156,147,176,242,303,230,765
E02003603,Asian,163,37,9,0,7,12,16,20,15,10,13,6,8,10
E02003603,Black,103,33,4,0,3,7,13,7,10,5,9,4,4,4
E02003603,Mixed,157,76,6,2,8,13,11,10,10,6,6,5,1,3
E02003603,Other,37,8,1,0,1,4,4,4,3,5,0,2,2,3
E02003603,White,5192,1017,201,82,199,394,413,408,345,326,354,344,283,826
E02003604,Asian,177,41,3,3,1,15,30,14,20,14,14,6,7,9
E02003604,Black,124,40,1,1,2,5,13,16,16,8,10,6,3,3
E02003604,Mixed,182,113,15,2,6,14,10,8,7,4,0,1,0,2
E02003604,Other,45,15,2,1,3,2,4,4,7,2,4,0,0,1
E02003604,White,4997,1007,190,87,163,385,463,374,356,324,355,322,263,708
E02003605,Asian,533,45,5,9,200,137,53,31,12,6,7,9,10,9
E02003605,Black,132,34,2,2,13,7,15,19,13,7,10,4,1,5
E02003605,Mixed,171,84,13,7,9,8,8,5,7,6,6,8,5,5
E02003605,Other,128,30,2,1,8,26,21,15,4,6,7,4,2,2
E02003605,White,4237,806,151,96,236,267,310,263,246,264,307,285,260,746
E02003606,Asian,117,20,8,0,12,12,12,8,9,7,4,4,7,14
E02003606,Black,76,18,8,1,2,1,8,5,7,6,8,1,8,3
E02003606,Mixed,139,76,11,6,4,10,7,7,2,6,3,4,2,1
E02003606,Other,25,5,2,0,1,1,2,2,2,0,3,1,1,5
E02003606,White,4231,706,200,74,148,247,229,220,223,296,308,372,303,905
E02003607,Asian,159,31,2,2,8,7,17,27,19,11,7,5,8,15
E02003607,Black,108,28,5,1,1,3,10,11,18,11,8,3,6,3
E02003607,Mixed,143,81,13,2,4,6,7,6,3,8,4,3,1,5
E02003607,Other,41,7,4,3,1,2,7,4,4,2,3,2,1,1
E02003607,White,4976,1037,194,76,142,248,401,357,326,350,371,389,281,804
E02003608,Asian,148,31,6,1,6,12,14,19,10,12,13,7,7,10
E02003608,Black,78,22,5,0,1,0,5,14,5,2,8,5,6,5
E02003608,Mixed,203,102,22,4,13,7,11,11,11,6,3,8,2,3
E02003608,Other,25,5,2,1,0,2,1,5,1,1,0,2,2,3
E02003608,White,5506,983,210,87,168,308,373,337,345,389,426,452,390,1038
E02003609,Asian,105,20,3,4,1,15,3,12,10,11,7,6,4,9
E02003609,Black,97,21,6,3,2,7,3,8,10,14,10,4,2,7
E02003609,Mixed,158,87,11,5,5,10,20,6,7,1,0,3,1,2
E02003609,Other,31,6,0,1,2,0,3,4,6,1,4,0,2,2
E02003609,White,5511,1095,249,123,203,308,406,406,378,359,413,414,314,843
E02003610,Asian,50,9,1,0,9,2,6,3,5,5,3,3,0,4
E02003610,Black,41,9,4,0,1,1,7,2,6,2,1,3,4,1
E02003610,Mixed,96,44,11,4,8,5,7,2,4,4,3,2,0,2
E02003610,Other,13,1,1,0,1,0,1,2,1,3,0,0,2,1
E02003610,White,4182,832,202,83,110,225,254,229,297,298,355,313,258,726
E02003611,Asian,128,25,5,1,3,9,16,11,10,11,11,6,8,12
E02003611,Black,74,15,4,0,3,5,2,9,2,8,10,6,6,4
E02003611,Mixed,159,80,8,4,8,10,8,8,6,8,2,9,2,6
E02003611,Other,51,10,0,0,3,1,6,6,8,6,5,1,1,4
E02003611,White,4433,866,187,62,108,217,274,315,288,291,325,337,274,889
E02003612,Asian,260,57,5,2,4,21,20,31,27,18,21,16,6,32
E02003612,Black,92,21,3,2,1,3,5,5,9,11,17,6,2,7
E02003612,Mixed,182,99,15,7,4,12,9,7,9,7,8,1,0,4
E02003612,Other,43,7,0,1,0,2,7,2,3,7,3,5,3,3
E02003612,White,5442,1254,209,81,123,226,331,402,445,411,458,345,265,892
E02003613,Asian,53,6,2,0,0,5,10,6,4,8,0,3,5,4
E02003613,Black,19,3,2,0,0,2,3,1,1,1,0,2,2,2
E02003613,Mixed,77,40,8,1,4,4,5,2,2,1,2,3,2,3
E02003613,Other,10,0,0,0,0,1,1,3,3,1,0,0,0,1
E02003613,White,2670,449,113,73,103,155,149,155,181,193,226,196,175,502
E02003614,Asian,105,24,3,0,0,7,11,17,13,7,4,6,3,10
E02003614,Black,52,9,2,0,0,3,5,5,10,6,1,7,3,1
E02003614,Mixed,98,45,10,3,6,7,7,5,3,5,0,2,2,3
E02003614,Other,37,9,4,1,2,0,3,1,3,3,5,4,1,1
E02003614,White,3767,684,146,63,111,249,294,286,239,254,270,284,245,642
E02003615,Asian,109,23,4,0,5,5,11,9,15,9,8,3,7,10
E02003615,Black,50,13,3,1,2,2,0,3,5,3,3,5,8,2
E02003615,Mixed,152,92,4,3,6,6,11,6,7,4,4,5,1,3
E02003615,Other,21,1,0,0,0,2,2,2,3,3,1,1,2,4
E02003615,White,4865,928,211,77,128,234,240,298,301,338,348,385,372,1005
E02003616,Asian,26,7,0,1,0,1,3,3,1,4,0,4,0,2
E02003616,Black,23,3,1,0,0,0,1,1,3,2,2,4,2,4
E02003616,Mixed,65,34,5,1,3,5,3,3,2,2,4,3,0,0
E02003616,Other,7,2,1,0,0,0,2,0,0,0,1,1,0,0
E02003616,White,2639,414,125,43,75,88,109,104,131,176,226,234,205,709
E02003617,Asian,78,16,4,0,1,3,6,6,9,8,9,0,6,10
E02003617,Black,46,9,2,1,1,5,4,5,3,2,4,8,0,2
E02003617,Mixed,115,55,13,1,3,3,8,7,5,2,4,7,7,0
E02003617,Other,28,10,2,0,3,1,2,2,2,1,1,2,0,2
E02003617,White,4179,676,209,60,113,184,153,153,245,290,371,364,319,1042
E02003618,Asian,159,42,7,3,4,8,10,4,22,20,10,6,11,12
E02003618,Black,99,27,5,1,2,7,8,6,8,15,8,5,3,4
E02003618,Mixed,175,102,19,6,4,4,13,11,3,1,4,3,3,2
E02003618,Other,22,7,1,1,0,2,1,2,1,3,1,1,2,0
E02003618,White,3748,688,192,69,96,165,153,188,209,281,308,315,230,854
E02003619,Asian,278,73,18,5,7,14,20,21,32,30,18,16,8,16
E02003619,Black,170,58,12,5,5,9,6,12,19,12,11,8,3,10
E02003619,Mixed,212,115,22,5,7,9,9,16,14,4,5,4,2,0
E02003619,Other,50,9,5,0,0,0,6,4,3,10,3,2,2,6
E02003619,White,5072,875,203,69,141,220,271,301,287,360,432,419,379,1115
E02003620,Asian,363,74,14,9,10,23,15,26,33,38,27,18,24,52
E02003620,Black,169,40,11,3,6,9,10,10,11,18,18,13,9,11
E02003620,Mixed,161,76,11,6,7,9,7,10,9,6,9,4,3,4
E02003620,Other,86,24,2,0,1,5,6,7,13,3,9,2,3,11
E02003620,White,3241,541,130,46,83,140,171,166,203,188,227,256,246,844
E02003621,Asian,364,95,26,8,14,17,17,26,28,42,20,16,13,42
E02003621,Black,135,23,13,4,2,1,9,8,15,10,11,15,9,15
E02003621,Mixed,130,57,11,4,8,13,6,5,8,2,3,5,3,5
E02003621,Other,50,6,6,0,2,2,3,5,6,6,4,3,1,6
E02003621,White,3218,490,130,56,85,163,146,150,169,176,264,255,218,916
E02003622,Asian,334,90,27,3,12,15,20,32,30,29,23,14,15,24
E02003622,Black,377,92,36,10,16,23,30,18,22,27,28,30,18,27
E02003622,Mixed,264,140,26,9,7,14,19,8,7,9,12,5,3,5
E02003622,Other,75,16,10,1,2,5,4,8,5,7,6,3,3,5
E02003622,White,3356,689,160,72,127,186,209,218,221,218,252,235,188,581
E02003623,Asian,646,161,38,10,28,30,50,75,71,57,36,32,15,43
E02003623,Black,291,92,14,5,5,17,25,23,30,27,21,15,4,13
E02003623,Mixed,323,195,24,10,20,11,24,14,5,4,6,4,3,3
E02003623,Other,101,22,6,3,9,4,6,12,6,10,9,5,3,6
E02003623,White,4946,928,208,79,151,317,376,339,342,314,356,326,281,929
E02003624,Asian,227,53,32,7,15,13,13,4,17,18,19,10,9,17
E02003624,Black,147,19,7,12,15,11,7,12,13,3,17,12,9,10
E02003624,Mixed,149,63,23,7,6,9,9,5,5,5,5,5,3,4
E02003624,Other,66,12,9,3,4,7,5,6,4,4,3,4,1,4
E02003624,White,2390,342,163,95,116,152,139,161,151,157,178,164,146,426
E02003625,Asian,468,111,19,9,24,39,43,38,55,27,36,19,13,35
E02003625,Black,364,41,19,18,13,26,40,24,23,34,36,28,26,36
E02003625,Mixed,303,125,22,8,20,27,23,23,16,9,9,9,5,7
E02003625,Other,103,17,7,3,1,11,15,10,8,7,7,7,2,8
E02003625,White,3396,403,100,57,157,337,312,293,226,268,236,241,177,589
E02003626,Asian,229,59,14,7,13,7,5,26,26,21,19,7,7,18
E02003626,Black,143,26,12,0,3,11,7,12,6,12,10,16,14,14
E02003626,Mixed,146,66,20,2,7,11,5,11,6,2,3,10,0,3
E02003626,Other,75,20,1,3,2,1,7,7,7,4,8,2,5,8
E02003626,White,2168,354,76,37,69,132,161,145,135,158,199,168,142,392
E02003627,Asian,676,158,32,12,46,71,70,71,67,46,31,22,21,29
E02003627,Black,386,49,18,9,29,40,34,33,30,35,41,28,21,19
E02003627,Mixed,246,104,14,9,11,18,20,13,15,11,14,9,2,6
E02003627,Other,142,26,11,5,8,16,12,14,18,6,13,4,3,6
E02003627,White,4011,573,130,74,178,376,339,340,308,261,347,262,225,598
E02003628,Asian,2462,750,139,74,116,182,162,203,239,183,141,55,81,137
E02003628,Black,303,79,25,11,13,11,27,19,22,14,23,25,11,23
E02003628,Mixed,172,97,10,4,8,12,13,6,7,5,1,4,2,3
E02003628,Other,185,51,13,5,14,16,20,14,13,9,11,2,4,13
E02003628,White,1827,376,88,45,56,132,172,154,138,150,106,115,95,200
E02003629,Asian,842,216,61,30,35,48,75,68,70,79,59,34,30,37
E02003629,Black,393,110,19,13,14,17,28,21,25,31,33,32,21,29
E02003629,Mixed,282,138,35,11,18,22,14,13,8,9,6,7,1,0
E02003629,Other,145,33,11,2,2,11,13,16,21,11,10,5,5,5
E02003629,White,3528,657,123,65,99,292,265,256,297,265,265,214,198,532
E02003630,Asian,1550,368,83,35,60,98,159,153,151,123,94,60,55,111
E02003630,Black,448,114,30,5,19,23,32,37,37,30,42,35,18,26
E02003630,Mixed,306,152,26,3,24,25,17,12,12,15,6,4,3,7
E02003630,Other,181,43,9,5,8,16,19,15,12,11,13,6,6,18
E02003630,White,3099,552,127,68,144,290,321,306,236,208,234,197,149,267
E02003631,Asian,443,97,34,15,19,24,31,29,36,38,33,28,13,46
E02003631,Black,157,38,7,4,7,9,13,12,10,16,17,9,6,9
E02003631,Mixed,128,67,10,4,10,11,11,0,4,4,2,2,0,3
E02003631,Other,57,18,4,0,3,4,5,4,6,0,2,5,2,4
E02003631,White,1912,297,89,38,65,116,126,120,119,114,147,137,146,398
E02003632,Asian,556,153,25,11,12,33,50,48,60,31,31,16,30,56
E02003632,Black,165,36,12,2,6,5,14,14,14,12,18,12,8,12
E02003632,Mixed,103,56,6,1,7,10,8,4,4,2,2,0,2,1
E02003632,Other,67,9,3,3,1,2,7,6,8,8,5,2,4,9
E02003632,White,2149,371,73,44,84,156,162,133,154,120,170,173,146,363
E02003633,Asian,737,182,42,21,23,59,63,64,57,58,49,29,35,55
E02003633,Black,398,107,36,12,18,19,22,25,31,28,28,33,18,21
E02003633,Mixed,292,172,17,13,10,16,20,14,10,3,4,4,4,5
E02003633,Other,90,19,3,3,3,4,7,8,11,5,7,6,4,10
E02003633,White,3680,677,141,76,128,235,319,307,292,231,247,234,201,592
E02003635,Asian,323,98,13,7,10,20,33,40,34,20,14,15,7,12
E02003635,Black,196,70,13,2,2,8,13,21,20,13,15,14,3,2
E02003635,Mixed,252,176,14,3,6,14,16,10,7,1,2,1,0,2
E02003635,Other,38,14,1,0,5,0,3,1,4,3,2,1,1,3
E02003635,White,4187,966,154,70,133,277,388,345,273,257,255,254,201,614
E02003636,Asian,156,34,4,5,2,18,10,18,24,7,10,11,4,9
E02003636,Black,129,37,7,4,4,12,3,9,6,12,9,16,7,3
E02003636,Mixed,123,56,12,6,4,7,10,12,2,1,7,3,2,1
E02003636,Other,27,4,2,3,0,1,2,2,0,0,4,1,4,4
E02003636,White,3110,494,155,66,108,163,153,142,190,228,248,268,268,627
E02003637,Asian,107,19,1,0,4,4,12,18,16,9,6,5,4,9
E02003637,Black,71,16,3,1,1,2,3,10,7,7,5,10,2,4
E02003637,Mixed,157,82,11,2,9,10,6,8,8,5,8,4,2,2
E02003637,Other,23,6,1,0,0,1,5,4,3,2,0,0,0,1
E02003637,White,4928,847,192,87,149,255,301,308,283,286,405,456,318,1041
E02003638,Asian,43,11,1,1,1,2,5,0,6,2,3,1,3,7
E02003638,Black,45,14,0,1,0,7,2,5,6,1,6,1,0,2
E02003638,Mixed,92,44,8,3,4,8,0,3,4,6,4,4,3,1
E02003638,Other,17,3,0,1,1,0,0,1,1,2,1,0,4,3
E02003638,White,3643,688,152,45,99,179,205,231,236,218,253,279,236,822
E02003639,Asian,110,19,3,0,5,6,7,16,10,12,10,9,5,8
E02003639,Black,74,22,0,1,2,8,6,4,4,7,2,7,6,5
E02003639,Mixed,114,57,3,3,4,10,9,6,4,2,2,5,6,3
E02003639,Other,42,12,0,2,3,4,3,6,6,1,1,1,3,0
E02003639,White,4322,844,166,79,126,287,358,297,307,312,293,311,267,675
E02003640,Asian,59,9,3,1,3,5,5,4,5,2,4,5,5,8
E02003640,Black,24,0,1,1,2,1,5,2,4,1,1,4,1,1
E02003640,Mixed,83,43,3,2,5,2,9,4,1,3,4,0,3,4
E02003640,Other,27,7,0,0,0,1,3,2,3,3,2,2,2,2
E02003640,White,2842,459,87,36,77,193,207,199,200,204,183,190,175,632
E02003641,Asian,44,7,1,1,3,3,5,1,6,4,6,2,2,3
E02003641,Black,23,2,0,0,0,1,3,4,4,3,2,0,1,3
E02003641,Mixed,77,45,5,0,1,3,2,5,5,2,2,2,1,4
E02003641,Other,13,3,1,0,0,0,1,3,1,1,1,0,1,1
E02003641,White,2490,465,87,30,71,129,160,164,159,158,192,183,179,513
E02003642,Asian,289,83,13,4,8,14,38,28,26,25,17,11,12,10
E02003642,Black,444,109,29,10,13,30,26,25,25,46,45,37,18,31
E02003642,Mixed,244,143,18,7,15,12,7,9,14,6,3,6,2,2
E02003642,Other,100,25,5,0,3,7,13,11,9,6,8,6,4,3
E02003642,White,3697,828,192,99,122,265,262,327,246,236,229,237,221,433
E02003643,Asian,147,34,3,2,3,10,19,20,21,8,7,9,3,8
E02003643,Black,149,32,5,0,5,9,10,18,14,15,13,12,10,6
E02003643,Mixed,208,122,9,6,6,13,10,9,14,4,3,6,2,4
E02003643,Other,38,9,1,1,1,1,3,6,5,4,4,2,0,1
E02003643,White,6236,1523,239,75,176,459,598,566,492,422,390,334,280,682
E02003644,Asian,251,59,6,8,11,13,19,38,17,17,20,10,9,24
E02003644,Black,263,65,22,6,10,15,14,22,16,28,21,22,10,12
E02003644,Mixed,226,117,19,4,16,23,9,8,8,4,10,6,0,2
E02003644,Other,61,13,2,3,4,7,8,7,0,7,3,2,0,5
E02003644,White,4114,814,179,71,142,259,361,327,281,272,268,281,262,597
E02003645,Asian,422,117,19,5,16,33,33,38,43,29,20,22,12,35
E02003645,Black,165,39,11,5,12,5,9,8,12,12,18,14,8,12
E02003645,Mixed,115,60,15,1,3,2,1,6,7,6,3,5,4,2
E02003645,Other,74,21,3,2,2,4,6,5,6,8,7,4,2,4
E02003645,White,2746,432,104,48,118,180,169,158,147,169,209,245,198,569
E02003646,Asian,271,74,9,2,7,12,18,49,32,23,12,13,3,17
E02003646,Black,270,74,19,7,5,9,17,19,30,33,15,17,16,9
E02003646,Mixed,194,113,17,4,7,5,13,10,8,4,4,2,2,5
E02003646,Other,69,17,2,4,1,4,7,8,9,7,4,2,0,4
E02003646,White,4492,949,174,86,136,308,326,367,288,283,308,309,250,708
E02003647,Asian,284,82,4,4,4,18,39,42,34,20,14,8,5,10
E02003647,Black,231,54,17,8,7,16,15,23,17,26,17,12,12,7
E02003647,Mixed,214,98,14,5,11,23,16,19,3,6,5,8,3,3
E02003647,Other,93,16,7,1,1,6,14,11,14,7,3,6,1,6
E02003647,White,4359,744,140,74,138,385,421,349,318,264,266,296,233,731
E02003648,Asian,120,25,3,2,5,11,11,10,13,12,13,4,6,5
E02003648,Black,166,52,17,5,3,8,10,12,12,10,12,12,6,7
E02003648,Mixed,120,71,15,4,2,5,4,2,9,3,1,2,1,1
E02003648,Other,32,7,3,1,0,5,3,2,0,6,3,2,0,0
E02003648,White,2278,478,110,51,84,136,169,162,140,125,152,148,166,357
E02003649,Asian,115,24,4,2,4,14,4,15,10,6,11,5,4,12
E02003649,Black,117,28,5,2,8,6,5,11,11,9,10,9,8,5
E02003649,Mixed,90,34,6,4,5,7,7,4,3,5,6,4,2,3
E02003649,Other,26,3,3,1,2,3,1,2,1,2,2,1,2,3
E02003649,White,2936,445,98,38,97,193,200,185,157,174,217,216,246,670
E02003650,Asian,60,8,9,0,1,1,0,9,5,5,6,5,4,7
E02003650,Black,33,1,0,0,0,6,2,6,3,6,3,1,3,2
E02003650,Mixed,79,32,6,4,5,6,3,2,2,4,6,5,0,4
E02003650,Other,15,1,2,0,0,1,2,1,1,1,1,0,1,4
E02003650,White,3276,520,115,44,68,118,148,164,157,183,281,288,269,921
E02003651,Asian,144,38,5,4,2,9,10,22,13,13,5,8,3,12
E02003651,Black,65,16,3,3,2,2,3,6,5,8,6,4,3,4
E02003651,Mixed,97,58,8,1,2,4,8,2,1,1,6,4,0,2
E02003651,Other,36,6,1,0,1,1,0,5,9,1,5,3,2,2
E02003651,White,3038,481,114,54,83,160,196,163,191,197,205,229,192,773
E02003652,Asian,247,79,25,4,11,11,18,13,33,25,14,6,2,6
E02003652,Black,128,40,15,2,10,9,2,7,11,12,11,4,2,3
E02003652,Mixed,166,106,18,1,6,4,7,7,4,5,3,1,0,4
E02003652,Other,46,8,4,0,2,4,6,1,2,8,2,5,2,2
E02003652,White,4605,986,354,90,135,220,224,243,272,287,332,341,338,783
E02003653,Asian,141,21,18,9,13,9,14,10,10,16,5,2,8,6
E02003653,Black,89,21,7,9,3,10,4,7,9,1,9,6,2,1
E02003653,Mixed,80,34,13,5,7,5,3,5,4,2,1,1,0,0
E02003653,Other,33,6,1,2,2,1,4,4,2,2,1,2,0,6
E02003653,White,2926,535,123,65,111,169,193,169,167,200,210,198,193,593
E02003654,Asian,58,17,4,1,1,0,0,4,12,8,3,4,0,4
E02003654,Black,17,9,0,0,1,1,1,0,2,0,0,3,0,0
E02003654,Mixed,38,24,0,0,0,2,1,1,2,1,2,3,1,1
E02003654,Other,19,3,0,0,0,0,0,3,2,1,1,0,3,6
E02003654,White,2688,432,101,33,85,106,104,121,145,181,247,265,218,650
E02003655,Asian,57,10,1,0,1,0,10,7,9,4,4,4,1,6
E02003655,Black,46,13,4,3,2,1,2,3,3,5,5,3,0,2
E02003655,Mixed,95,60,7,1,1,1,5,2,1,5,4,5,3,0
E02003655,Other,12,1,1,0,1,0,1,0,2,0,1,0,0,5
E02003655,White,4872,948,229,74,132,200,252,244,292,304,442,427,342,986
E02003656,Asian,55,15,3,2,3,1,2,6,8,7,5,1,0,2
E02003656,Black,22,7,1,1,0,0,0,3,2,3,1,1,2,1
E02003656,Mixed,90,55,3,3,2,2,4,8,2,2,2,4,2,1
E02003656,Other,12,2,0,0,0,0,4,3,0,0,2,0,0,1
E02003656,White,3010,503,89,41,96,205,185,160,146,190,221,238,242,694
E02003657,Asian,128,48,3,1,1,0,6,10,19,13,9,6,5,7
E02003657,Black,57,24,1,0,1,2,4,4,4,7,5,2,2,1
E02003657,Mixed,59,30,4,3,2,1,6,4,3,2,0,3,1,0
E02003657,Other,20,9,0,0,0,0,2,2,2,3,0,1,1,0
E02003657,White,3397,635,133,52,97,170,163,167,195,219,257,290,265,754
E02003658,Asian,267,99,4,4,9,8,27,30,44,15,3,6,11,7
E02003658,Black,101,46,2,0,1,3,8,8,19,7,1,1,2,3
E02003658,Mixed,116,60,10,2,3,7,7,6,7,4,5,1,3,1
E02003658,Other,34,6,0,0,4,1,5,5,6,3,0,1,1,2
E02003658,White,4363,840,179,51,144,254,255,290,273,279,281,362,272,883
E02003659,Asian,306,115,16,8,13,5,18,25,38,17,15,12,13,11
E02003659,Black,133,36,9,1,4,8,5,7,14,19,13,7,5,5
E02003659,Mixed,145,89,15,4,12,5,5,3,5,0,2,4,0,1
E02003659,Other,20,6,1,1,0,1,1,4,1,1,2,1,1,0
E02003659,White,4142,851,185,62,107,214,212,243,244,310,321,364,280,749
E02003660,Asian,156,52,3,1,16,2,11,21,24,13,5,2,2,4
E02003660,Black,34,8,2,0,0,4,1,7,2,3,0,6,0,1
E02003660,Mixed,83,37,9,2,6,4,2,3,9,3,2,1,1,4
E02003660,Other,27,2,2,2,0,1,0,2,2,6,0,2,1,7
E02003660,White,5018,945,223,71,133,222,207,285,301,393,440,419,348,1031
E02003661,Asian,63,3,3,1,3,5,8,11,13,7,2,3,3,1
E02003661,Black,64,2,2,1,4,9,11,12,9,8,2,4,0,0
E02003661,Mixed,80,19,6,0,3,11,9,6,9,4,6,3,3,1
E02003661,Other,13,0,0,0,0,0,3,4,0,2,2,0,1,1
E02003661,White,2921,472,122,33,70,132,164,185,198,206,262,292,233,552
E02003662,Asian,576,173,40,15,28,35,54,41,49,39,39,19,16,28
E02003662,Black,121,29,6,0,2,4,5,7,14,11,16,11,10,6
E02003662,Mixed,124,55,9,2,8,11,10,7,3,2,7,4,0,6
E02003662,Other,64,15,0,0,2,5,6,4,5,9,6,1,5,6
E02003662,White,2189,339,67,43,84,164,184,151,126,146,201,193,145,346
E02003663,Asian,1246,434,52,19,37,63,112,170,163,76,42,29,17,32
E02003663,Black,436,128,22,6,10,21,29,43,51,40,26,35,8,17
E02003663,Mixed,392,244,25,13,12,26,17,19,6,8,11,3,3,5
E02003663,Other,165,46,4,2,7,5,16,17,25,12,9,8,4,10
E02003663,White,4639,1175,160,66,162,395,520,482,372,287,282,229,169,340
E02003664,Asian,778,248,40,20,33,42,68,82,77,57,32,29,16,34
E02003664,Black,212,54,12,3,8,10,14,18,22,21,16,19,7,8
E02003664,Mixed,230,110,20,6,8,29,16,16,3,7,6,5,3,1
E02003664,Other,93,28,6,5,2,4,4,12,10,7,3,6,4,2
E02003664,White,2679,585,91,44,67,237,255,229,194,156,165,165,135,356
E02003665,Asian,366,102,26,19,18,27,31,22,35,32,16,9,8,21
E02003665,Black,181,30,38,34,5,3,6,8,12,9,16,10,8,2
E02003665,Mixed,130,48,25,14,6,11,11,3,3,4,1,3,0,1
E02003665,Other,44,7,7,4,0,0,2,4,2,6,6,4,1,1
E02003665,White,2465,482,128,111,73,146,153,182,182,153,173,189,140,353
E02003666,Asian,882,223,43,15,27,83,76,91,116,57,42,25,26,58
E02003666,Black,206,35,8,5,4,24,18,18,19,16,18,20,7,14
E02003666,Mixed,144,68,6,3,6,15,14,6,6,8,4,5,2,1
E02003666,Other,105,28,6,3,3,6,10,12,11,1,8,6,3,8
E02003666,White,2477,350,60,33,97,253,264,198,174,179,176,180,150,363
E02003667,Asian,587,183,39,14,18,31,43,71,64,50,28,19,5,22
E02003667,Black,195,47,6,3,6,7,13,21,20,10,19,22,13,8
E02003667,Mixed,152,76,15,1,5,14,13,8,6,5,3,5,0,1
E02003667,Other,50,9,1,2,4,0,2,7,4,7,3,3,2,6
E02003667,White,3665,631,137,43,111,299,362,345,286,276,293,273,188,421
E02003668,Asian,405,114,21,8,6,26,18,28,45,52,25,11,17,34
E02003668,Black,69,11,1,1,2,4,2,8,7,9,5,5,6,8
E02003668,Mixed,135,75,6,4,5,12,8,7,3,5,3,1,1,5
E02003668,Other,50,6,6,0,2,3,1,2,4,2,8,5,5,6
E02003668,White,3618,660,158,63,108,160,150,202,215,259,266,281,234,862
E02003669,Asian,1009,347,69,18,35,78,90,84,89,69,40,21,28,41
E02003669,Black,168,35,6,3,6,10,10,16,12,20,21,11,8,10
E02003669,Mixed,190,98,17,8,9,14,10,12,9,3,6,1,1,2
E02003669,Other,91,21,9,1,3,5,11,5,5,10,6,4,3,8
E02003669,White,2285,431,110,65,78,185,198,159,174,151,146,166,127,295
E02003670,Asian,523,158,27,4,15,39,35,49,52,45,27,19,14,39
E02003670,Black,187,44,9,1,5,11,10,14,12,18,18,19,9,17
E02003670,Mixed,155,75,12,6,7,16,4,4,6,7,10,1,0,7
E02003670,Other,72,19,3,2,3,5,4,7,6,5,9,2,3,4
E02003670,White,3547,614,126,59,117,240,255,256,260,246,245,288,236,605
E02003671,Asian,505,167,32,17,18,25,46,44,50,38,19,10,17,22
E02003671,Black,160,37,7,6,7,7,10,8,18,11,14,15,7,13
E02003671,Mixed,128,65,7,3,9,12,7,5,2,2,7,4,4,1
E02003671,Other,73,14,5,1,1,5,7,6,5,11,7,4,3,4
E02003671,White,2043,367,87,47,59,156,216,150,126,129,162,150,127,267
E02003672,Asian,321,106,16,1,2,10,23,36,44,25,17,8,14,19
E02003672,Black,105,33,10,2,5,2,6,11,2,8,12,8,2,4
E02003672,Mixed,210,114,15,1,10,7,11,9,6,9,8,8,3,9
E02003672,Other,35,8,0,0,1,2,3,3,5,1,5,1,1,5
E02003672,White,5392,1019,206,74,134,265,280,296,346,346,404,419,404,1199
E02003673,Asian,124,31,6,0,3,4,13,14,15,9,6,4,8,11
E02003673,Black,51,13,1,0,0,3,4,8,4,4,7,2,2,3
E02003673,Mixed,113,71,7,0,4,4,3,4,8,2,0,2,2,6
E02003673,Other,36,14,0,0,0,2,2,2,3,2,2,2,4,3
E02003673,White,4220,781,134,56,92,163,250,244,268,265,346,315,295,1011
E02003674,Asian,24,5,2,1,1,0,2,1,3,4,3,1,1,0
E02003674,Black,8,2,1,0,0,2,0,0,2,1,0,0,0,0
E02003674,Mixed,59,27,5,1,1,3,3,2,1,5,5,4,0,2
E02003674,Other,7,3,0,0,0,0,0,0,3,1,0,0,0,0
E02003674,White,2573,473,112,40,55,89,108,118,160,191,189,214,183,641
E02003675,Asian,133,32,12,4,7,17,3,11,11,8,17,5,4,2
E02003675,Black,62,10,9,0,4,5,2,6,12,3,1,4,5,1
E02003675,Mixed,170,50,16,50,6,11,7,8,8,4,5,1,2,2
E02003675,Other,71,7,3,1,17,13,3,2,7,2,14,0,2,0
E02003675,White,4533,828,401,86,144,268,224,282,272,334,337,339,213,805
E02003676,Asian,115,31,7,2,3,3,5,11,14,11,11,5,4,8
E02003676,Black,18,2,1,0,0,1,2,2,0,0,4,3,1,2
E02003676,Mixed,90,52,10,2,2,2,3,3,2,4,2,4,0,4
E02003676,Other,13,2,0,0,0,0,0,1,2,1,0,1,3,3
E02003676,White,3770,644,170,56,113,123,108,136,204,257,321,343,316,979
E02003677,Asian,833,235,48,26,38,54,71,74,74,61,57,27,20,48
