msoa,Ethnicity,Total,0-15,16-19,20-21,22-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-99
E02002155,Asian,204,60,10,4,9,21,18,16,18,14,10,12,6,6
E02002155,Black,468,191,31,12,12,21,25,39,22,33,26,23,14,19
E02002155,Mixed,243,148,44,3,10,9,4,3,4,6,6,2,2,2
E02002155,Other,80,35,4,5,2,3,3,5,6,6,3,3,1,4
E02002155,White,2019,574,104,42,82,103,142,130,122,107,111,102,83,317
E02002156,Asian,621,173,22,9,22,37,56,47,56,53,43,33,19,51
E02002156,Black,215,56,6,2,7,11,10,13,17,17,21,15,17,23
E02002156,Mixed,199,113,14,9,7,14,9,13,2,5,7,2,3,1
E02002156,Other,110,23,12,0,2,2,10,25,9,7,8,1,3,8
E02002156,White,2893,481,113,76,110,159,179,150,150,178,238,248,212,599
E02002157,Asian,708,172,39,15,23,48,48,48,49,68,62,42,30,64
E02002157,Black,179,44,7,3,4,12,13,9,9,15,24,19,10,10
E02002157,Mixed,142,69,20,3,6,3,9,16,3,4,4,3,0,2
E02002157,Other,76,12,11,3,4,5,3,3,8,8,4,4,4,7
E02002157,White,2666,429,104,47,89,137,142,171,158,174,235,190,196,594
E02002158,Asian,384,109,13,4,9,21,31,29,25,32,20,13,13,65
E02002158,Black,151,45,6,1,2,8,7,7,9,10,12,15,7,22
E02002158,Mixed,137,78,11,3,5,5,7,5,4,4,4,3,1,7
E02002158,Other,68,19,6,2,3,3,3,5,2,9,5,2,2,7
E02002158,White,2958,520,124,41,98,182,177,157,139,158,232,245,218,667
E02002159,Asian,531,115,41,19,19,39,31,47,42,46,41,25,20,46
E02002159,Black,576,180,42,14,30,30,18,32,27,62,51,32,18,40
E02002159,Mixed,183,104,20,7,11,9,8,4,7,4,5,4,0,0
E02002159,Other,133,42,5,5,8,7,7,7,18,11,11,5,4,3
E02002159,White,1676,468,62,43,75,101,104,102,137,83,114,94,80,213
E02002160,Asian,863,197,65,15,30,52,53,62,91,87,74,32,37,68
E02002160,Black,169,50,6,6,5,11,9,14,9,15,9,13,6,16
E02002160,Mixed,153,82,16,4,5,13,7,11,5,4,1,3,0,2
E02002160,Other,120,31,12,0,1,19,5,11,9,9,8,2,3,10
E02002160,White,2425,432,104,40,96,135,151,107,123,157,234,187,147,512
E02002161,Asian,1225,394,69,24,49,93,102,90,100,84,76,29,34,81
E02002161,Black,524,151,25,13,16,21,42,40,35,26,59,35,25,36
E02002161,Mixed,218,77,42,30,8,19,11,8,6,4,5,4,1,3
E02002161,Other,317,110,14,6,12,19,15,34,32,38,10,8,6,13
E02002161,White,1406,279,79,25,58,112,124,133,116,82,90,89,59,160
E02002162,Asian,786,173,47,7,27,35,44,46,64,68,76,46,36,117
E02002162,Black,122,26,6,3,2,10,3,9,8,12,15,9,8,11
E02002162,Mixed,140,68,17,4,1,12,10,5,6,4,4,4,2,3
E02002162,Other,117,30,5,2,2,3,2,14,6,11,10,4,3,25
E02002162,White,2514,314,76,31,63,113,120,129,143,156,181,174,162,852
E02002163,Asian,1209,296,42,18,93,81,108,145,110,113,65,41,36,61
E02002163,Black,1078,329,56,17,39,60,84,64,80,85,87,58,56,63
E02002163,Mixed,417,184,21,8,21,36,14,22,74,9,9,9,5,5
E02002163,Other,362,93,8,2,5,19,53,60,49,21,25,8,6,13
E02002163,White,2803,636,81,58,94,195,214,191,190,166,187,206,168,417
E02002164,Asian,1032,261,69,52,45,75,80,82,81,80,70,38,24,75
E02002164,Black,694,202,50,36,85,41,51,28,36,30,42,42,21,30
E02002164,Mixed,185,78,30,7,9,12,9,2,5,3,24,2,3,1
E02002164,Other,384,84,10,7,19,41,33,44,54,41,19,13,7,12
E02002164,White,1237,189,61,89,122,121,147,122,77,60,58,47,72,72
E02002165,Asian,995,174,47,19,33,65,59,69,160,74,82,39,42,132
E02002165,Black,479,67,14,5,25,82,43,33,32,43,41,43,29,22
E02002165,Mixed,233,117,22,9,13,21,20,7,3,2,6,7,4,2
E02002165,Other,282,75,3,7,15,42,19,26,19,4,11,41,5,15
E02002165,White,2141,231,57,38,78,191,171,201,204,177,180,159,148,306
E02002166,Asian,733,189,26,19,25,36,52,58,70,101,52,33,21,51
E02002166,Black,509,141,39,7,14,33,35,24,36,39,40,37,22,42
E02002166,Mixed,273,141,38,9,17,12,17,6,5,7,7,10,3,1
E02002166,Other,121,42,4,8,2,4,11,4,6,12,8,4,4,12
E02002166,White,2919,572,122,71,115,177,180,182,149,202,196,207,193,553
E02002167,Asian,475,100,32,4,17,20,34,33,43,43,47,21,20,61
E02002167,Black,103,28,4,5,7,5,2,5,6,8,4,12,10,7
E02002167,Mixed,148,66,9,8,7,17,13,5,4,3,7,4,2,3
E02002167,Other,66,21,4,0,0,2,5,4,10,4,0,4,3,9
E02002167,White,2453,338,74,46,66,121,143,126,133,175,164,206,168,693
E02002168,Asian,1803,345,81,139,123,118,137,164,129,179,106,73,52,157
E02002168,Black,1056,243,60,71,84,59,66,87,51,74,67,49,84,61
E02002168,Mixed,335,157,24,16,15,31,19,14,15,14,14,2,7,7
E02002168,Other,292,75,24,8,13,27,25,34,27,20,11,8,2,18
E02002168,White,2382,332,90,130,147,216,250,165,184,121,146,224,115,262
E02002169,Asian,1127,239,60,23,32,56,62,76,105,125,91,64,47,147
E02002169,Black,147,25,6,2,3,7,6,8,6,13,25,22,7,17
E02002169,Mixed,133,71,12,3,6,8,7,4,6,4,4,2,4,2
E02002169,Other,113,17,3,0,3,3,11,12,8,5,9,5,6,31
E02002169,White,2732,383,121,40,72,123,120,144,126,184,180,205,167,867
E02002170,Asian,643,140,41,22,29,35,42,43,63,57,52,26,29,64
E02002170,Black,166,52,15,2,5,6,10,11,11,8,16,13,8,9
E02002170,Mixed,137,70,11,4,7,14,10,6,4,3,3,1,2,2
E02002170,Other,86,18,6,0,1,10,3,7,10,7,6,3,2,13
E02002170,White,2044,370,83,47,72,140,111,145,103,109,154,169,128,413
E02002171,Asian,738,180,29,18,23,45,59,53,72,52,46,27,46,88
E02002171,Black,234,46,7,7,8,18,18,10,13,13,19,28,8,39
E02002171,Mixed,233,132,17,4,12,15,15,12,6,8,4,3,2,3
E02002171,Other,106,30,3,0,6,5,12,9,12,5,7,1,9,7
E02002171,White,2467,479,112,41,83,155,161,154,143,149,153,156,152,529
E02002174,Asian,1180,229,80,20,43,59,86,101,108,124,96,57,63,114
E02002174,Black,189,49,10,5,5,10,15,9,9,18,15,19,12,13
E02002174,Mixed,169,79,19,6,8,7,7,9,3,6,10,7,5,3
E02002174,Other,117,19,6,1,4,6,7,15,12,10,2,4,8,23
E02002174,White,2130,291,72,27,55,146,131,142,95,125,146,178,185,537
E02002175,Asian,821,188,42,20,46,50,58,59,76,77,56,45,28,76
E02002175,Black,372,99,26,7,7,14,17,25,38,21,63,29,8,18
E02002175,Mixed,218,116,18,7,7,10,16,14,9,4,8,4,2,3
E02002175,Other,116,21,9,1,6,16,7,7,12,9,6,5,2,15
E02002175,White,2279,426,111,47,81,148,180,136,128,121,176,146,146,433
E02002176,Asian,472,110,25,7,13,31,39,43,56,38,31,22,20,37
E02002176,Black,175,26,9,4,5,14,16,13,13,15,16,21,12,11
E02002176,Mixed,322,231,15,5,12,20,12,6,6,4,4,2,2,3
E02002176,Other,76,26,1,1,2,7,6,5,9,3,5,5,1,5
E02002176,White,2828,488,129,58,94,157,148,168,155,199,229,215,174,614
E02002177,Asian,1754,421,87,36,63,114,158,144,177,152,105,87,67,143
E02002177,Black,782,226,42,10,30,73,48,64,58,58,54,56,25,38
E02002177,Mixed,377,201,31,12,22,30,28,18,9,7,7,3,5,4
E02002177,Other,249,61,9,7,7,19,23,27,28,16,14,9,13,16
E02002177,White,2510,514,78,53,89,231,240,198,149,130,154,140,130,404
E02002178,Asian,2104,405,104,51,71,130,154,159,164,137,171,116,128,314
E02002178,Black,217,45,8,7,11,13,21,6,13,9,17,19,17,31
E02002178,Mixed,118,61,12,5,4,10,7,2,2,6,5,2,1,1
E02002178,Other,343,65,14,10,10,24,16,29,35,15,23,24,18,60
E02002178,White,1251,131,61,18,29,51,60,76,63,77,78,93,86,428
E02002179,Asian,754,151,59,14,35,56,41,61,60,75,63,35,38,66
E02002179,Black,126,31,9,2,5,4,3,8,6,7,9,14,12,16
E02002179,Mixed,142,75,9,8,5,7,7,8,7,1,3,5,3,4
E02002179,Other,92,18,8,1,3,6,4,14,6,7,7,4,5,9
E02002179,White,2095,322,75,26,71,127,115,98,111,124,185,159,143,539
E02002180,Asian,757,181,56,18,32,37,36,71,72,73,53,40,30,58
E02002180,Black,192,43,10,6,6,8,8,12,10,14,35,11,11,18
E02002180,Mixed,106,46,7,5,5,8,11,5,7,3,5,2,1,1
E02002180,Other,148,47,8,4,6,6,10,11,17,6,5,7,7,14
E02002180,White,1955,314,81,35,61,92,112,86,93,125,142,172,140,502
E02002181,Asian,439,106,21,10,22,20,40,45,40,43,38,16,12,26
E02002181,Black,245,86,16,7,11,11,10,23,21,21,14,11,2,12
E02002181,Mixed,215,138,9,2,7,13,11,9,10,2,6,3,4,1
E02002181,Other,53,13,4,2,2,2,7,2,7,4,2,0,5,3
E02002181,White,3154,643,151,65,167,199,250,196,191,200,220,205,179,488
E02002182,Asian,697,130,48,17,42,46,42,45,55,68,52,33,40,79
E02002182,Black,153,41,11,3,6,6,13,9,8,10,15,12,7,12
E02002182,Mixed,142,66,20,8,7,8,6,7,5,6,4,0,3,2
E02002182,Other,107,20,4,4,5,5,7,4,8,3,9,11,10,17
E02002182,White,2116,381,101,48,90,128,139,114,115,131,160,146,131,432
E02002183,Asian,30,2,2,1,0,2,0,3,6,2,2,3,0,7
E02002183,Black,11,2,0,0,0,0,1,0,1,3,2,0,0,2
E02002183,Mixed,26,15,4,1,0,1,0,1,3,0,1,0,0,0
E02002183,Other,2,0,0,0,1,0,0,0,0,0,0,1,0,0
E02002183,White,2606,358,111,22,59,59,98,85,135,185,185,232,208,869
E02002184,Asian,91,17,8,1,3,2,6,6,10,11,10,3,2,12
E02002184,Black,26,5,0,0,1,0,1,2,3,3,5,5,0,1
E02002184,Mixed,148,80,11,3,5,5,4,8,6,5,5,8,3,5
E02002184,Other,17,2,0,0,1,1,0,5,1,0,3,0,1,3
E02002184,White,5941,1039,268,75,140,224,229,262,346,390,480,462,389,1637
E02002185,Asian,41,11,4,0,0,1,2,4,3,2,9,0,2,3
E02002185,Black,5,0,0,0,0,0,1,0,0,0,0,2,0,2
E02002185,Mixed,50,25,5,0,2,5,1,2,2,2,2,4,0,0
E02002185,Other,8,0,0,0,0,1,0,0,3,1,2,0,0,1
E02002185,White,2754,558,116,41,60,94,135,152,171,216,219,194,178,620
E02002187,Asian,38,10,1,0,0,2,3,4,4,2,2,4,3,3
E02002187,Black,17,6,1,0,0,0,0,1,2,1,1,3,1,1
E02002187,Mixed,41,14,4,1,2,4,3,5,1,2,2,1,1,1
E02002187,Other,9,1,0,0,0,0,1,1,1,1,1,0,1,2
E02002187,White,2963,604,121,39,67,96,129,144,191,222,209,234,213,694
E02002188,Asian,665,227,54,13,37,45,45,58,51,42,43,12,12,26
E02002188,Black,14,2,0,0,0,0,2,3,0,0,2,3,1,1
E02002188,Mixed,89,52,7,3,2,4,8,1,0,2,8,1,0,1
E02002188,Other,67,42,3,1,2,3,0,5,4,1,2,1,3,0
E02002188,White,3043,476,135,47,83,119,151,183,170,190,252,275,248,714
E02002189,Asian,1960,610,173,73,85,137,131,155,165,134,84,40,52,121
E02002189,Black,14,3,1,0,0,0,1,0,2,1,0,3,1,2
E02002189,Mixed,52,22,7,3,3,2,2,3,4,1,1,2,1,1
E02002189,Other,96,32,8,3,1,3,10,8,7,9,3,3,3,6
E02002189,White,1468,198,47,21,51,63,74,63,89,84,96,137,119,426
E02002190,Asian,2913,914,265,97,146,222,215,258,219,172,109,55,66,175
E02002190,Black,32,1,4,0,1,0,3,2,3,7,1,3,2,5
E02002190,Mixed,98,53,10,3,3,7,3,4,6,0,0,4,0,5
E02002190,Other,92,28,3,2,6,14,5,10,1,11,3,3,2,4
E02002190,White,2751,472,109,46,79,226,183,188,144,161,190,212,235,506
E02002191,Asian,1715,570,150,49,82,136,124,141,159,130,69,26,25,54
E02002191,Black,40,15,2,2,1,2,1,2,4,2,1,2,2,4
E02002191,Mixed,111,69,12,4,1,4,6,0,2,1,3,3,4,2
E02002191,Other,68,24,4,1,2,6,7,8,4,4,6,0,0,2
E02002191,White,2730,579,110,59,96,143,188,176,149,156,187,230,175,482
E02002192,Asian,127,37,5,3,5,5,5,9,15,7,12,9,4,11
E02002192,Black,26,5,1,0,2,1,2,1,2,2,2,1,4,3
E02002192,Mixed,65,36,7,1,2,3,1,3,4,2,1,1,3,1
E02002192,Other,17,2,1,1,1,1,2,0,1,3,1,2,0,2
E02002192,White,4196,684,177,66,115,145,185,230,250,274,274,347,328,1121
E02002193,Asian,326,91,20,11,9,31,31,25,32,33,15,7,7,14
E02002193,Black,25,8,1,0,0,2,3,2,1,3,1,1,1,2
E02002193,Mixed,111,67,14,4,3,5,3,7,6,2,0,0,0,0
E02002193,Other,23,9,2,0,1,2,0,4,1,1,1,0,0,2
E02002193,White,2767,511,102,34,143,179,193,189,146,172,190,182,237,489
E02002194,Asian,214,92,12,8,5,16,13,19,12,18,6,5,3,5
E02002194,Black,16,4,1,0,0,0,0,3,0,2,2,0,2,2
E02002194,Mixed,91,50,8,0,4,6,4,4,1,3,6,4,0,1
E02002194,Other,10,3,0,2,0,1,0,0,2,1,0,0,0,1
E02002194,White,3219,635,145,69,107,167,196,163,153,188,237,271,234,654
E02002195,Asian,44,4,1,1,1,4,5,1,5,7,6,1,2,6
E02002195,Black,14,1,0,0,0,0,0,0,0,2,3,3,0,5
E02002195,Mixed,35,19,5,0,1,0,1,2,4,0,2,1,0,0
E02002195,Other,10,2,1,0,0,0,0,0,3,0,1,1,1,1
E02002195,White,2986,463,125,46,54,88,109,147,169,226,240,240,257,822
E02002196,Asian,103,30,16,2,3,6,8,5,9,11,2,3,4,4
E02002196,Black,19,4,3,1,0,0,3,0,1,1,3,2,1,0
E02002196,Mixed,62,35,9,1,2,2,4,1,2,1,1,2,1,1
E02002196,Other,4,0,0,0,0,1,0,1,0,1,0,1,0,0
E02002196,White,2970,562,130,50,89,150,186,180,163,220,224,261,204,551
E02002197,Asian,112,26,5,1,1,6,14,23,11,8,7,2,4,4
E02002197,Black,32,9,0,0,0,1,3,6,1,2,2,4,2,2
E02002197,Mixed,80,26,7,2,6,5,13,4,6,4,2,1,2,2
E02002197,Other,15,1,0,0,0,1,1,1,0,5,2,1,2,1
E02002197,White,4004,679,161,68,115,276,271,261,285,295,321,296,257,719
E02002198,Asian,97,22,5,0,5,12,5,4,5,7,11,4,2,15
E02002198,Black,28,6,0,0,2,0,0,6,1,2,6,0,2,3
E02002198,Mixed,101,59,2,1,3,6,6,5,4,3,6,1,0,5
E02002198,Other,21,3,1,1,0,3,1,5,0,2,2,0,1,2
E02002198,White,3880,696,113,48,104,201,275,270,224,238,276,299,250,886
E02002199,Asian,102,21,6,1,2,5,10,11,13,8,8,4,5,8
E02002199,Black,15,0,0,1,0,1,4,2,1,0,1,2,1,2
E02002199,Mixed,114,41,23,1,1,3,14,9,2,5,4,6,3,2
E02002199,Other,14,3,0,0,1,1,2,0,0,3,0,1,2,1
E02002199,White,3260,548,111,51,91,157,233,241,196,233,241,259,248,651
E02002200,Asian,517,141,38,14,20,38,25,40,43,50,37,21,15,35
E02002200,Black,37,4,3,0,0,1,0,3,2,3,6,6,5,4
E02002200,Mixed,108,52,13,1,8,6,3,3,9,1,5,1,4,2
E02002200,Other,37,5,3,1,2,2,5,4,4,5,1,0,4,1
E02002200,White,3660,607,119,45,78,184,269,220,227,261,259,272,249,870
E02002201,Asian,284,75,6,7,9,22,26,21,26,20,20,19,9,24
E02002201,Black,59,7,3,2,2,3,4,2,3,12,5,9,4,3
E02002201,Mixed,200,95,16,4,17,14,15,16,3,4,6,5,3,2
E02002201,Other,46,7,3,0,0,4,2,5,4,8,4,0,2,7
E02002201,White,5341,1011,231,104,158,343,369,407,299,352,359,462,369,877
E02002202,Asian,392,85,24,11,17,29,49,41,34,32,26,13,10,21
E02002202,Black,51,8,2,1,1,5,4,0,5,10,3,7,3,2
E02002202,Mixed,131,64,9,5,8,12,7,6,7,5,2,2,3,1
E02002202,Other,35,6,1,1,0,1,6,3,7,2,2,4,0,2
E02002202,White,3198,466,101,46,120,271,258,262,278,249,229,227,242,449
E02002203,Asian,213,63,14,3,12,12,20,23,24,12,9,4,1,16
E02002203,Black,34,7,1,2,2,1,6,0,2,0,3,5,1,4
E02002203,Mixed,98,43,15,1,5,4,7,6,3,2,4,3,3,2
E02002203,Other,36,6,6,0,0,1,2,3,4,4,3,2,2,3
E02002203,White,3362,686,142,68,101,230,245,221,197,218,254,275,196,529
E02002204,Asian,446,147,30,10,12,34,28,40,57,26,26,12,8,16
E02002204,Black,18,3,1,0,0,1,1,0,1,2,2,5,0,2
E02002204,Mixed,124,60,11,2,3,5,8,5,4,4,5,4,6,7
E02002204,Other,49,13,0,2,1,3,3,4,5,4,0,2,5,7
E02002204,White,4773,715,198,50,138,194,272,254,284,300,366,426,347,1229
E02002205,Asian,38,7,0,1,2,3,3,0,4,4,3,5,4,2
E02002205,Black,20,4,0,3,1,0,2,0,1,0,2,3,2,2
E02002205,Mixed,59,22,6,0,3,6,4,5,0,3,3,5,0,2
E02002205,Other,11,1,0,0,0,2,0,0,1,1,1,1,3,1
E02002205,White,4646,729,175,69,124,240,219,251,273,341,386,438,373,1028
E02002206,Asian,724,242,39,23,19,57,57,66,50,50,46,21,19,35
E02002206,Black,60,7,2,0,6,4,9,2,0,2,1,10,6,11
E02002206,Mixed,154,76,16,0,9,8,8,8,10,2,5,6,2,4
E02002206,Other,99,35,6,2,1,9,8,8,5,5,6,4,4,6
E02002206,White,3268,624,146,73,117,179,228,207,175,161,233,237,235,653
E02002207,Asian,2369,686,187,92,122,168,181,184,195,138,120,80,75,141
E02002207,Black,32,6,1,1,1,2,3,4,1,1,3,1,4,4
E02002207,Mixed,86,32,5,2,9,10,3,4,4,1,4,4,4,4
E02002207,Other,98,28,20,1,4,5,4,6,7,5,5,4,3,6
E02002207,White,1161,181,87,13,38,60,57,72,62,72,109,98,75,237
E02002208,Asian,384,125,35,8,12,32,33,36,32,21,24,9,5,12
E02002208,Black,50,19,0,0,2,2,3,1,6,5,4,2,3,3
E02002208,Mixed,142,66,14,6,2,9,7,14,4,11,4,2,2,1
E02002208,Other,34,6,2,1,1,4,3,4,2,4,3,0,0,4
E02002208,White,3206,673,158,50,127,205,222,207,171,183,199,233,228,550
E02002209,Asian,621,239,57,17,19,31,49,44,52,36,43,10,11,13
E02002209,Black,79,33,5,0,2,5,2,4,6,9,4,4,4,1
E02002209,Mixed,125,69,13,4,4,8,3,8,2,1,5,3,4,1
E02002209,Other,55,20,6,3,3,4,3,1,2,4,3,3,1,2
E02002209,White,2528,699,139,69,71,149,171,201,167,146,148,148,139,281
E02002210,Asian,1646,463,121,42,74,88,130,128,145,171,103,49,43,89
E02002210,Black,50,7,2,1,3,4,4,2,2,3,5,5,5,7
E02002210,Mixed,151,83,6,6,7,7,12,6,3,1,17,1,2,0
E02002210,Other,117,24,7,3,5,9,10,7,7,10,7,4,10,14
E02002210,White,1748,261,64,21,62,106,95,95,61,90,161,153,149,430
E02002211,Asian,2898,755,262,127,149,245,211,214,227,203,155,99,81,170
E02002211,Black,36,11,2,0,3,6,0,1,2,3,4,2,1,1
E02002211,Mixed,101,51,16,2,2,10,7,1,2,3,2,2,2,1
E02002211,Other,106,26,6,4,6,12,13,6,5,10,7,3,4,4
E02002211,White,718,57,22,6,15,24,31,35,41,31,54,52,75,275
E02002212,Asian,3405,1269,247,94,133,210,291,248,256,224,172,63,97,101
E02002212,Black,60,13,5,2,2,4,2,9,5,4,5,4,3,2
E02002212,Mixed,131,63,15,12,9,8,7,5,1,3,3,0,2,3
E02002212,Other,157,64,10,6,5,10,8,22,5,12,9,1,2,3
E02002212,White,864,169,24,21,33,48,54,66,46,49,54,60,55,185
E02002213,Asian,117,29,7,3,4,19,6,3,8,15,8,2,4,9
E02002213,Black,27,5,3,0,0,0,0,2,3,5,3,4,0,2
E02002213,Mixed,84,44,9,0,3,5,7,3,0,1,5,5,1,1
E02002213,Other,13,3,1,0,0,2,1,1,1,1,1,0,1,1
E02002213,White,3456,639,135,52,97,181,214,207,183,231,288,284,231,714
E02002214,Asian,1080,406,89,26,29,59,96,96,132,46,45,25,13,18
E02002214,Black,42,2,1,1,3,1,2,6,0,2,6,3,6,9
E02002214,Mixed,110,60,17,2,4,5,4,5,1,4,3,4,0,1
E02002214,Other,33,11,2,0,4,3,2,3,1,0,1,1,3,2
E02002214,White,2030,361,89,31,57,136,125,128,104,132,153,187,125,402
E02002215,Asian,4598,1241,392,184,216,381,369,346,309,284,235,117,179,345
E02002215,Black,96,15,3,0,2,16,15,10,8,6,2,3,6,10
E02002215,Mixed,75,45,3,2,2,6,7,2,2,0,1,2,1,2
E02002215,Other,161,34,13,5,8,11,35,9,12,8,11,5,4,6
E02002215,White,400,50,12,7,16,29,31,30,22,17,24,31,37,94
E02002216,Asian,3886,1046,336,124,234,315,263,303,270,228,250,113,105,299
E02002216,Black,148,43,11,3,3,4,8,5,14,12,13,6,7,19
E02002216,Mixed,113,55,11,2,2,12,3,0,5,7,3,8,3,2
E02002216,Other,181,36,4,8,10,16,17,37,13,17,9,6,3,5
E02002216,White,785,75,19,23,9,55,51,50,79,43,49,63,66,203
E02002217,Asian,3258,1090,334,105,137,216,233,246,265,209,148,93,77,105
E02002217,Black,152,32,13,1,23,13,7,8,8,11,17,7,7,5
E02002217,Mixed,163,103,7,5,8,7,3,9,3,1,5,3,5,4
E02002217,Other,143,58,10,3,9,22,9,6,3,6,7,5,4,1
E02002217,White,1512,215,55,64,53,107,108,89,88,107,111,121,94,300
E02002218,Asian,1990,742,154,55,78,121,150,172,156,124,95,39,39,65
E02002218,Black,121,42,11,1,3,3,6,8,10,12,5,13,0,7
E02002218,Mixed,241,147,22,14,11,3,6,5,9,7,6,4,2,5
E02002218,Other,106,33,7,2,1,5,6,7,15,8,5,6,4,7
E02002218,White,2498,417,109,35,82,130,164,146,120,133,192,209,221,540
E02002219,Asian,3246,975,275,105,154,225,255,260,280,217,157,85,87,171
E02002219,Black,55,18,5,0,1,2,1,12,3,6,1,0,2,4
E02002219,Mixed,83,44,3,4,7,6,4,1,3,2,3,2,2,2
E02002219,Other,147,43,12,6,7,14,10,11,16,6,6,8,7,1
E02002219,White,525,126,17,6,25,18,32,38,50,27,30,44,27,85
E02002220,Asian,3673,1145,323,130,170,278,225,279,285,215,196,110,118,199
E02002220,Black,69,25,6,4,2,3,1,5,2,0,7,5,5,4
E02002220,Mixed,142,87,20,4,2,12,4,2,1,1,3,2,2,2
E02002220,Other,118,39,7,3,1,6,4,9,14,9,5,4,8,9
E02002220,White,747,175,32,18,32,53,41,51,30,47,55,53,50,110
E02002222,Asian,2367,863,148,80,102,122,195,206,180,170,110,39,35,117
E02002222,Black,110,31,4,3,7,3,5,4,5,7,11,9,4,17
E02002222,Mixed,152,96,13,7,7,4,7,4,3,5,2,0,2,2
E02002222,Other,103,24,8,7,4,3,7,4,13,11,3,7,3,9
E02002222,White,1702,340,86,22,59,91,84,93,82,77,119,131,136,382
E02002223,Asian,2879,895,251,85,147,194,218,213,232,174,146,61,78,185
E02002223,Black,130,38,7,5,6,11,11,6,16,7,9,7,1,6
E02002223,Mixed,76,49,5,6,3,3,1,1,3,1,1,2,0,1
E02002223,Other,225,68,16,7,13,17,28,13,21,11,8,14,3,6
E02002223,White,606,155,29,23,22,40,54,35,32,27,43,43,33,70
E02002224,Asian,4474,1357,391,176,209,340,301,325,350,302,220,144,112,247
E02002224,Black,229,69,33,10,6,4,4,16,10,8,20,20,29,0
E02002224,Mixed,82,39,7,1,5,9,6,2,0,4,2,5,0,2
E02002224,Other,158,37,10,3,9,15,14,18,25,8,2,5,10,2
E02002224,White,553,90,12,7,14,41,43,30,32,30,27,44,35,148
E02002225,Asian,487,160,35,10,20,30,35,41,44,49,17,17,9,20
E02002225,Black,46,17,4,2,0,1,1,5,2,4,5,1,0,4
E02002225,Mixed,133,63,8,3,9,13,11,11,0,4,3,4,4,0
E02002225,Other,46,17,5,0,0,0,2,2,6,7,3,3,0,1
E02002225,White,3461,622,157,59,91,157,197,210,189,208,272,320,242,737
E02002226,Asian,5066,1260,410,225,347,469,343,443,374,321,230,127,160,357
E02002226,Black,537,118,40,34,31,70,113,52,22,16,18,12,7,4
E02002226,Mixed,192,107,16,12,10,17,11,6,5,1,0,6,1,0
E02002226,Other,437,92,42,27,58,44,43,37,22,28,16,13,9,6
E02002226,White,1003,157,70,115,112,141,82,77,49,59,39,32,25,45
E02002227,Asian,1397,434,103,43,60,100,95,122,111,123,67,40,46,53
E02002227,Black,155,44,6,7,9,5,8,10,13,12,18,9,6,8
E02002227,Mixed,129,52,8,4,2,8,7,13,5,3,5,2,18,2
E02002227,Other,174,35,6,7,10,27,16,27,17,12,5,5,3,4
E02002227,White,1231,267,61,19,48,89,69,85,66,58,75,94,131,169
E02002228,Asian,1051,348,147,45,33,72,76,93,68,53,36,16,28,36
E02002228,Black,135,46,6,2,4,5,7,7,7,18,6,12,7,8
E02002228,Mixed,168,94,11,3,9,10,5,12,9,6,6,0,1,2
E02002228,Other,51,14,1,1,4,6,5,6,4,4,2,0,1,3
E02002228,White,2339,569,115,47,97,121,150,166,141,142,152,160,136,343
E02002229,Asian,716,178,42,17,32,49,43,72,57,48,51,27,41,59
E02002229,Black,51,11,3,0,1,2,4,3,7,3,7,5,4,1
E02002229,Mixed,115,65,10,1,2,2,14,6,6,0,2,4,3,0
E02002229,Other,47,14,4,3,1,3,3,2,5,1,2,0,2,7
E02002229,White,2786,472,116,46,89,169,147,148,153,157,214,259,205,611
E02002230,Asian,2610,885,217,78,140,167,192,189,208,159,110,67,63,135
E02002230,Black,273,80,13,5,8,26,32,14,14,18,14,9,10,30
E02002230,Mixed,138,64,12,9,11,6,5,8,5,2,7,3,3,3
E02002230,Other,339,91,14,8,18,76,31,28,29,18,8,9,5,4
E02002230,White,1017,228,48,40,43,69,76,87,55,51,53,89,76,102
E02002231,Asian,3173,905,231,106,139,221,219,259,280,207,175,109,106,216
E02002231,Black,131,40,12,1,6,3,4,8,8,8,12,14,6,9
E02002231,Mixed,232,139,25,3,8,13,10,9,7,3,3,5,4,3
E02002231,Other,224,69,17,8,9,17,5,24,22,13,12,7,9,12
E02002231,White,2613,470,109,59,84,142,162,171,164,163,215,191,176,507
E02002232,Asian,1908,612,135,49,81,143,152,140,172,176,85,49,33,81
E02002232,Black,160,62,6,3,5,7,22,6,6,15,5,8,2,13
E02002232,Mixed,107,60,9,3,6,8,4,4,0,2,5,1,4,1
E02002232,Other,142,46,7,1,8,10,7,11,17,6,12,2,6,9
E02002232,White,1238,244,49,35,39,70,90,86,48,67,75,99,94,242
E02002233,Asian,3485,1136,365,122,179,251,198,224,294,204,180,87,72,173
E02002233,Black,195,56,26,8,6,6,12,7,14,10,13,14,11,12
E02002233,Mixed,166,88,20,4,5,4,7,15,4,3,5,7,1,3
E02002233,Other,267,86,35,14,18,8,17,29,20,15,11,5,2,7
E02002233,White,853,178,64,14,30,50,77,48,35,66,40,54,67,130
E02002234,Asian,181,35,43,6,5,17,15,4,7,8,26,3,8,4
E02002234,Black,249,65,13,6,5,11,35,30,13,17,22,15,9,8
E02002234,Mixed,190,133,10,3,6,10,3,3,5,3,9,2,0,3
E02002234,Other,36,7,2,0,2,1,6,2,1,10,1,2,1,1
