msoa,staff/owner,staff/owner's relative,temporary/visiting
E02001492,0,0,0
E02001493,0,0,0
E02001494,0,0,0
E02001495,0,0,0
E02001496,0,0,0
E02001497,2,0,1
E02001498,0,0,0
E02001499,0,0,0
E02001500,0,0,0
E02001501,0,0,0
E02001502,1,0,0
E02001503,0,0,0
E02001504,0,0,11
E02001505,0,0,0
E02001506,0,0,0
E02001507,0,0,0
E02001508,0,0,0
E02002574,0,0,0
E02002575,0,0,0
E02002576,0,0,2
E02002577,0,0,0
E02002578,0,0,0
E02002579,0,0,0
E02002580,0,0,0
E02002581,0,0,0
E02002582,0,0,70
E02002583,0,0,0
E02002584,0,0,0
E02002585,1,0,3
E02002586,0,0,3
E02002587,0,0,0
E02002588,42,0,1
E02002589,0,0,0
E02002590,0,6,41
E02002591,0,0,1
E02002592,0,0,0
E02002593,0,0,0
E02002594,0,0,0
E02002595,0,0,0
E02002596,0,0,0
E02002597,0,0,0
E02002598,0,0,2
E02002599,1,1,2
E02002600,0,0,0
E02002601,0,0,1
E02002602,0,0,0
E02002603,0,0,0
E02002604,0,0,0
E02002605,0,0,0
E02002606,1,0,6
E02002607,0,0,4
E02002608,0,0,0
E02002609,0,0,0
E02002610,1,0,0
E02002611,0,1,0
E02002612,0,0,0
E02002613,0,1,9
E02002614,0,0,0
E02002615,0,0,0
E02002616,0,0,10
E02002617,0,0,2
E02002618,0,0,5
E02002619,0,0,8
E02002620,0,0,14
E02002621,0,2,0
E02002622,0,0,10
E02002623,0,0,0
E02002624,0,1,0
E02002625,0,0,0
E02002626,0,1,0
E02002627,0,0,0
E02002628,0,0,0
E02002629,0,0,0
E02002630,0,0,0
E02002631,0,0,0
E02002632,1,0,1
E02002633,0,0,5
E02002634,0,0,0
E02002635,0,4,1
E02002636,0,0,0
E02002637,0,0,0
E02002638,126,100,89
E02002639,0,0,0
E02002640,1,1,18
E02002641,0,0,0
E02002642,141,121,21
E02002643,8,0,0
E02002644,0,0,0
E02002645,250,150,25
E02002646,0,0,0
E02002647,0,0,0
E02002648,0,0,0
E02002649,20,33,0
E02002650,0,0,0
E02002651,0,0,0
E02003794,0,0,0
E02003795,10,7,50
E02003796,0,0,0
E02003797,0,1,0
E02003798,0,3,1
E02003799,0,0,0
E02003800,0,0,0
E02003801,13,0,0
E02003802,5,2,8
E02003803,2,7,40
E02003804,0,0,0
E02003805,0,0,7
E02003806,0,0,0
E02003807,1,0,3
E02003808,0,0,0
E02003809,1,0,2
E02003810,5,2,0
E02003811,10,0,0
E02003812,0,0,0
E02003813,0,0,0
E02003814,1,0,2
E02003815,1,0,0
E02003816,0,2,0
E02003817,0,2,0
E02003818,0,0,0
E02003819,0,4,1
E02003820,0,0,4
E02003821,0,0,0
E02003822,0,0,0
E02003823,0,1,0
E02003824,0,1,0
E02003825,0,0,0
E02003826,0,0,0
E02003827,0,0,2
E02003828,0,0,0
E02003829,2,1,127
E02003830,0,0,0
E02003831,1,0,1
E02003832,4,0,0
E02003833,0,0,0
E02003834,1,0,1
E02003835,0,0,0
E02003836,3,0,0
E02003838,0,0,0
E02003839,0,0,0
E02003840,0,1,0
E02003841,0,0,0
E02003842,0,0,2
E02003843,0,0,2
E02003844,0,0,0
E02003845,0,0,1
E02003846,0,0,0
E02003847,0,0,6
E02003848,0,0,0
E02003849,0,0,4
E02003850,0,0,0
E02003851,0,0,0
E02003852,0,0,0
E02003853,2,0,0
E02003854,0,0,0
E02003855,24,0,0
E02003856,2,0,8
E02003857,0,0,0
E02003858,0,0,0
E02003859,3,0,14
E02003860,0,0,0
E02003861,0,0,0
E02003862,2,0,5
E02003863,0,0,0
E02003864,0,2,0
E02003865,0,1,0
E02003866,0,0,0
E02003867,1,0,2
E02003868,0,0,0
E02003869,0,0,2
E02003870,0,0,1
E02003871,0,0,0
E02003872,2,0,0
E02003873,0,0,3
E02003874,0,0,0
E02003875,2,0,0
E02003876,0,0,0
E02003877,0,0,0
E02003878,1,1,1
E02003879,0,4,0
E02003880,1,0,0
E02003881,0,0,0
E02003882,0,0,0
E02003883,6,0,0
E02003884,2,0,0
E02003885,0,0,0
E02003886,0,0,0
E02003887,0,0,0
E02003888,0,0,0
E02003889,0,0,0
E02003890,0,0,0
E02003891,0,0,0
E02003965,3,6,0
E02003966,2,0,1
E02003967,0,4,0
E02003968,0,0,0
E02003969,0,0,0
E02003970,0,0,2
E02003971,6,3,2
E02003972,0,0,0
E02003973,0,0,0
E02003974,0,0,0
E02003975,0,0,0
E02003976,47,24,16
E02003977,0,0,0
E02003978,3,2,0
E02003979,0,0,0
E02003980,0,0,0
E02003981,0,0,0
E02003982,0,0,0
E02003983,0,0,0
E02003984,0,0,0
E02003985,0,0,1
E02003986,0,0,0
E02003987,2,0,0
E02003988,0,0,0
E02003989,0,0,0
E02003990,1,3,1
E02003991,0,0,0
E02003992,7,4,4
E02003993,0,0,1
E02003994,0,0,0
E02003995,0,0,0
E02003996,1,0,1
E02003997,0,0,0
E02003998,0,0,0
E02003999,0,0,1
E02004000,3,0,0
E02004001,2,1,0
E02004002,0,0,1
E02004003,2,0,0
E02004004,0,0,3
E02004005,1,0,1
E02004006,19,8,0
E02004007,1,2,4
E02004008,8,0,0
E02004009,1,0,0
E02004010,13,0,0
E02004011,4,0,0
E02004012,23,4,4
E02004013,11,2,0
E02004014,12,2,0
E02004015,251,39,12
E02004016,112,31,1
E02004017,6,0,0
E02004018,2,0,0
E02004019,0,0,0
E02004020,2,0,1
E02004021,24,0,1
E02004022,14,1,1
E02004023,27,17,8
E02004024,6,1,0
E02004025,13,0,0
E02004026,6,0,0
E02004027,50,1,0
E02004028,7,0,0
E02005176,0,0,0
E02005177,0,0,0
E02005178,0,0,0
E02005179,0,0,0
E02005180,0,0,0
E02005181,0,0,0
E02005182,0,0,0
E02005183,0,0,0
E02005184,0,0,0
E02005185,0,0,0
E02005186,0,0,0
E02005189,4,0,0
E02005190,0,0,0
E02005191,0,0,0
E02005192,0,0,0
E02005193,1,0,0
E02005194,0,1,1
E02005195,0,10,67
E02005196,0,0,0
E02005197,0,0,0
E02005198,0,0,10
E02005199,0,0,0
E02005200,0,0,0
E02005201,0,0,0
E02005202,0,0,12
E02005203,0,0,1
E02005204,4,3,0
E02005205,0,0,17
E02005206,0,0,0
E02005207,0,0,0
E02005208,3,0,11
E02005209,0,0,0
E02005210,0,1,0
E02005211,0,1,0
E02005212,0,0,0
E02005213,0,0,0
E02005214,2,0,0
E02005215,0,0,0
E02005216,1,0,2
E02005217,1,0,30
E02005218,0,0,0
E02005219,0,0,2
E02005220,0,0,0
E02005221,9,0,0
E02005222,7,1,0
E02005223,2,0,0
E02005224,0,0,0
E02005225,0,0,0
E02005226,16,0,0
E02005228,0,0,0
E02005229,8,5,0
E02005230,0,0,0
E02005231,0,0,0
E02005233,4,2,41
E02005234,7,1,32
E02005235,0,0,8
E02005236,0,0,0
E02005237,23,0,0
E02005238,0,0,0
E02005239,0,13,44
E02005240,0,0,0
E02005241,1,0,0
E02005242,0,0,0
E02005245,0,0,0
E02005246,0,0,0
E02005247,0,0,0
E02005248,0,0,0
E02005249,0,0,0
E02005250,0,0,0
E02005251,0,0,0
E02005252,0,1,0
E02005253,0,0,2
E02005254,0,0,1
E02005255,0,0,0
E02005256,17,0,13
E02005257,0,0,0
E02005258,0,0,2
E02005259,1,0,1
E02005260,0,0,0
E02005261,1,0,0
E02005262,0,0,1
E02005263,0,0,0
E02005264,0,0,35
E02005265,2,0,0
E02005266,0,1,14
E02005267,0,0,25
E02005268,0,0,0
E02005269,1,1,18
E02005270,24,2,3
E02005271,0,2,0
E02005272,0,0,0
E02005273,3,0,0
E02005274,0,0,0
E02005275,0,0,0
E02005276,2,0,0
E02005277,0,0,0
E02005278,0,0,0
E02005279,3,0,0
E02005280,0,0,0
E02005281,0,0,3
E02005284,0,0,0
E02005285,0,0,0
E02005286,0,0,0
E02005287,0,0,0
E02005288,0,0,0
E02005289,0,0,0
E02005290,0,0,0
E02005291,0,0,0
E02005292,0,0,0
E02005293,3,0,36
E02005294,0,0,0
E02005295,0,0,1
E02005296,0,0,0
E02005297,0,0,0
E02005298,0,0,0
E02005299,0,0,0
E02005300,0,0,0
E02005301,0,0,0
E02005302,0,0,0
E02005303,0,0,0
E02005304,0,0,0
E02005305,0,0,7
E02005306,0,0,0
E02005307,0,0,0
E02005308,0,0,3
E02005309,0,0,1
E02005310,3,0,16
E02005311,0,0,3
E02005312,0,0,0
E02005313,1,1,0
E02005314,0,0,0
E02005315,0,0,0
E02005316,0,0,0
E02005317,0,0,1
E02005318,0,0,0
E02005319,0,0,0
E02005320,0,0,0
E02005321,1,11,8
E02005322,0,0,0
E02005323,0,0,0
E02005324,9,12,4
E02005325,2,1,0
E02005326,1,1,0
E02005327,0,0,0
E02005328,0,0,0
E02005329,0,0,1
E02005330,0,0,0
E02005331,0,0,0
E02005332,0,0,0
E02006871,0,0,0
E02006881,0,0,0
E02006884,2,0,1
E02006902,15,0,10
E02006912,7,5,73
E02006913,1,0,2
E02006914,2,3,80
E02006915,0,6,20
E02006916,0,3,0
E02006917,0,0,5
E02006932,11,3,113
E02006933,2,0,36
E02006934,2,0,112
E02006935,0,0,0
E02006936,0,0,0
E02006957,0,0,2
E02006958,0,0,0
E02006959,0,0,3
E02006960,0,0,9
E02006961,0,0,0
E02006962,0,0,0
E02006963,0,0,0
E02006983,0,0,5
E02006984,0,0,0
E02006985,0,0,0
E02006986,0,0,0
E02007000,0,0,6
E02007001,0,0,0
E02007003,7,0,0
E02007030,1,0,4
E02007031,0,0,0
