Middle layer Super Output Areas Code,other,bisexual,homosexual,unknown,heterosexual,total,heterosexual percentage,homosexual percentage,bisexual percentage,other percentage,unknown percentage
E02002272,14,87,129,411,7078,7705,91.8624269954575,1.6742375081116159,1.1291369240752758,0.18170019467878,5.334198572355613
E02002273,7,37,82,283,4979,5381,92.52926965248095,1.523880319643189,0.6876045344731463,0.13008734435978445,5.259245493402713
E02002274,10,43,79,294,5105,5521,92.46513312805651,1.4309001992392683,0.7788444122441587,0.18112660749864154,5.325122260460061
E02002275,15,108,107,456,6320,6991,90.40194535831783,1.5305392647689886,1.5448433700472035,0.21456157917322272,6.522672006865971
E02002276,11,56,62,450,5485,6053,90.61622336031719,1.0242854782752353,0.9251610771518256,0.18172806872625144,7.434330084255741
E02002277,16,47,60,452,4797,5356,89.56310679611651,1.1202389843166543,0.8775205377147125,0.2987303958177745,8.439133681852129
E02002278,11,49,83,284,4889,5305,92.15834118755892,1.5645617342130065,0.9236569274269557,0.20735155513666353,5.353440150801131
E02002279,8,55,69,318,4548,4990,91.14228456913828,1.382765531062124,1.1022044088176353,0.16032064128256512,6.372745490981964
E02002280,7,46,52,521,4663,5282,88.2809541840212,0.9844755774327906,0.870882241575161,0.13252555850056796,9.863687996970844
E02002281,26,62,94,753,8085,8994,89.89326217478319,1.0451412052479432,0.6893484545252391,0.289081609962197,8.372248165443628
E02002282,16,36,27,478,5023,5564,90.27677929547089,0.4852624011502516,0.6470165348670022,0.28756290438533433,8.590941768511861
E02002283,22,31,32,573,4964,5600,88.64285714285714,0.5714285714285714,0.5535714285714285,0.3928571428571429,10.232142857142858
E02002284,5,41,49,322,4651,5063,91.8625320955955,0.9678056488248075,0.8097965633023899,0.09875567845151097,6.359865692277306
E02002285,4,49,61,382,6035,6527,92.4620805883254,0.9345794392523363,0.7507277462846638,0.061283897655890915,5.852612226137582
E02002286,10,43,49,434,4180,4706,88.82277943051425,1.041223969400765,0.9137271568210795,0.21249468763280915,9.222269443263919
E02002287,19,70,74,648,4807,5599,85.85461689587426,1.321664582961243,1.2502232541525273,0.33934631184140024,11.573495267011968
E02002288,20,80,101,513,7173,7867,91.17833990085165,1.2838439049192831,1.0169060633024025,0.25422651582560063,6.520910130926656
E02002289,29,38,25,541,4422,5026,87.9824910465579,0.4974134500596896,0.7560684440907282,0.57699960206924,10.764027059291683
E02002290,6,45,68,300,4805,5218,92.08509007282484,1.303181295515523,0.8623993867382138,0.11498658489842851,5.749329244921426
E02002291,13,49,72,314,4868,5303,91.79709598340563,1.3577220441259665,0.9240052800301716,0.24514425796718836,5.921176692438243
E02002292,5,31,72,274,4243,4620,91.83982683982684,1.5584415584415585,0.670995670995671,0.10822510822510822,5.930735930735931
E02002293,25,31,33,810,5382,6256,86.02941176470588,0.5274936061381074,0.4955242966751918,0.39961636828644503,12.947570332480819
E02002294,15,40,22,953,7379,8394,87.90802954491303,0.262091970455087,0.47653085537288536,0.17869907076483202,11.353347629258995
E02002295,25,67,63,451,4804,5385,89.21077065923862,1.16991643454039,1.244196843082637,0.4642525533890436,8.375116063138348
E02002296,14,56,81,382,5292,5811,91.06866288074342,1.3939081053175013,0.9636895542935812,0.2409223885733953,6.5737394596455
E02002297,9,26,56,457,5156,5695,90.53555750658472,0.9833187006145742,0.45654082528533807,0.15803336259877085,8.024582967515364
E02002298,9,38,65,301,4999,5403,92.52267258930223,1.2030353507310754,0.7033129742735517,0.1665741254858412,5.570979085693133
E02002299,56,119,75,636,4677,5507,84.92827310695479,1.3619030325040857,2.160886144906483,1.0168875976030507,11.548937715634647
E02002300,10,56,67,426,6311,6860,91.99708454810495,0.9766763848396501,0.8163265306122449,0.1457725947521866,6.209912536443149
E02002301,54,75,63,687,5234,6059,86.3838917313088,1.0397755405182374,1.237828024426473,0.8912361775870606,11.338504703746493
E02002302,12,32,58,260,4664,5014,93.01954527323494,1.156761069006781,0.6382130035899481,0.23932987634623054,5.1854806541683285
E02002303,15,55,86,325,4878,5344,91.27994011976048,1.6092814371257484,1.029191616766467,0.280688622754491,6.081586826347305
E02002304,40,152,117,455,4797,5521,86.88643361709835,2.119181307734106,2.7531244339793517,0.7245064299945662,8.241260641188191
E02002305,20,65,76,427,4254,4822,88.22065532973869,1.5761094981335544,1.3479883865615927,0.414765657403567,8.855246785566155
E02002306,11,31,67,311,4791,5200,92.13461538461539,1.2884615384615385,0.5961538461538461,0.21153846153846154,5.980769230769231
E02002307,13,53,48,331,4347,4779,90.96045197740112,1.0043942247332078,1.1090186231429169,0.2720234358652438,6.926135174722746
E02002308,16,67,72,295,5081,5515,92.13055303717135,1.3055303717135087,1.214868540344515,0.2901178603807797,5.349048050770626
E02002309,32,121,78,508,4669,5376,86.84895833333334,1.4508928571428572,2.2507440476190474,0.5952380952380952,9.449404761904761
E02002310,11,66,80,357,4174,4677,89.24524267692966,1.710498182595681,1.4111610006414368,0.23519350010690615,7.633098139833226
E02002311,14,74,85,399,4699,5257,89.385581129922,1.616891763363135,1.4076469469279056,0.2663115845539281,7.589880159786951
E02002312,52,251,158,737,5714,6860,83.29446064139941,2.303206997084548,3.6588921282798834,0.7580174927113703,10.743440233236152
E02002313,33,71,66,745,4856,5738,84.62879051934472,1.1502265597769257,1.237364935517602,0.5751132798884628,12.983617985360754
E02002314,7,49,62,326,4392,4829,90.95050735141851,1.283909712155726,1.0147028370262994,0.14495754814661418,6.7508800993994615
E02002315,22,70,78,312,4942,5402,91.48463532025175,1.4439096630877453,1.295816364309515,0.40725657164013324,5.775638652350981
E02002316,7,45,75,297,5179,5596,92.5482487491065,1.34024303073624,0.804145818441744,0.12508934953538242,5.307362401715511
E02002317,15,62,54,456,5085,5657,89.8886335513523,0.9545695598373696,1.0959872724058688,0.265158211065936,8.060809616404455
E02002318,18,77,76,395,4534,5082,89.21684376229831,1.49547422274695,1.5151515151515151,0.3541912632821724,7.772530499803228
E02002319,20,71,107,365,5102,5645,90.3808680248007,1.8954827280779452,1.2577502214348981,0.354295837023915,6.465899025686449
E02002320,8,46,86,370,4602,5104,90.16457680250784,1.6849529780564265,0.9012539184952978,0.1567398119122257,7.249216300940439
E02002321,26,107,108,394,5101,5710,89.33450087565674,1.8914185639229424,1.8739054290718038,0.4553415061295972,6.900175131348512
E02002322,26,63,88,348,4733,5232,90.4625382262997,1.6819571865443423,1.2041284403669725,0.4969418960244648,6.651376146788992
E02002323,13,62,72,427,6247,6808,91.75969447708579,1.0575793184488838,0.9106933019976499,0.190951821386604,6.272032902467685
E02002324,4,38,69,361,5000,5468,91.441111923921,1.2618873445501098,0.6949524506217996,0.0731528895391368,6.602048280907096
E02002325,16,58,69,430,6862,7419,92.4922496293301,0.9300444803881924,0.7817765197465967,0.21566248820595765,5.795929370535113
E02002326,5,30,44,272,4542,4888,92.9214402618658,0.900163666121113,0.613747954173486,0.10229132569558103,5.564648117839607
E02002327,11,66,101,563,7588,8318,91.22385188747295,1.2142341909112766,0.793459966338062,0.13224332772301034,6.76845395527771
E02002328,10,55,84,339,5371,5849,91.82766284835014,1.4361429304154556,0.9403316806291674,0.17096939647803042,5.795862540605231
E02002329,22,100,140,518,9281,10039,92.44944715609125,1.3945612112760235,0.9961151509114453,0.219145333200518,5.159876481721287
E02002330,10,40,33,333,5464,5870,93.08347529812606,0.5621805792163543,0.6814310051107325,0.17035775127768313,5.672913117546848
E02002331,15,39,66,384,5863,6352,92.30163727959699,1.0390428211586902,0.6139798488664987,0.23614609571788414,6.045340050377834
E02002332,12,43,31,295,4919,5288,93.02193645990923,0.586232980332829,0.813161875945537,0.22692889561270801,5.578668683812405
E02002333,23,73,80,416,6008,6577,91.34863919720237,1.2163600425726016,1.1099285388474989,0.3497035122396229,6.3250722213775274
E02002334,10,49,50,324,5781,6204,93.18181818181817,0.8059316569954869,0.7898130238555771,0.16118633139909735,5.222437137330754
E02002335,9,39,61,353,5700,6153,92.63773768893223,0.9913863156183975,0.6338371526084837,0.14627011214041932,5.7370388428408905
E02002336,3,36,60,329,5256,5681,92.51892272487238,1.0561520859003697,0.6336912515402218,0.052807604295018476,5.791233937687027
E02002337,12,39,66,342,5794,6241,92.83768626822625,1.0575228328793462,0.624899855792341,0.1922768787053357,5.479891043102067
E02002338,6,57,82,377,5328,5844,91.17043121149896,1.4031485284052019,0.9753593429158112,0.10266940451745381,6.451060917180014
E02002339,13,66,60,310,4123,4559,90.43649923228779,1.3160780872998463,1.447685896029831,0.28515025224830004,6.7997367843825405
E02002340,16,48,65,315,4520,4948,91.35004042037187,1.3136620856911883,0.9700889248181084,0.32336297493936944,6.366208569118836
E02002341,11,42,45,349,5529,5965,92.69069572506287,0.7544006705783739,0.7041072925398156,0.18440905280804692,5.850796311818944
E02002342,10,48,57,316,4550,4971,91.53087909877289,1.1466505733252867,0.9656004828002415,0.20116676725005028,6.35686984510159
E02002343,20,51,62,288,4388,4789,91.62664439340155,1.2946335351847984,1.0649404886197538,0.41762372102735434,6.013781582793903
E02002344,12,46,60,412,5809,6327,91.81286549707602,0.948316737790422,0.7270428323059902,0.1896633475580844,6.5117749328275645
E02002345,15,39,54,335,4652,5080,91.5748031496063,1.0629921259842519,0.7677165354330708,0.2952755905511811,6.594488188976378
E02002346,21,109,75,317,4389,4890,89.75460122699387,1.5337423312883436,2.229038854805726,0.4294478527607362,6.482617586912065
E02002347,7,56,53,389,4383,4881,89.79717271051014,1.0858430649457078,1.1473058799426348,0.14341323499282935,7.969678344601516
E02002348,15,68,78,436,4663,5245,88.90371782650142,1.4871306005719733,1.2964728312678742,0.2859866539561487,8.312678741658724
E02002349,13,64,121,250,4297,4732,90.80726965342349,2.557058326289096,1.3524936601859678,0.27472527472527475,5.283178360101437
E02002350,23,98,73,369,4857,5397,89.99444135630907,1.35260329812859,1.8158236057068744,0.4261626829720215,6.837131739855476
E02002351,4,30,42,253,4307,4632,92.98359240069085,0.9067357512953367,0.6476683937823834,0.08635578583765112,5.462003454231434
E02002352,18,94,88,415,5710,6307,90.5343269383225,1.3952750911685428,1.4904074837482164,0.2853971777390202,6.579990486760742
E02002353,19,33,74,286,4325,4718,91.6701992369648,1.5684612123781263,0.6994489190334888,0.4027130139889784,6.0618906316235694
E02002354,25,73,97,455,5846,6471,90.34152372121774,1.4989955184670067,1.1281100293617679,0.38633905115129036,7.031370730953484
E02002356,15,80,96,352,6727,7255,92.7222605099931,1.323225361819435,1.1026878015161956,0.20675396278428668,4.851826326671261
E02002357,24,122,119,419,6032,6692,90.13747758517633,1.778242677824268,1.8230723251643755,0.35863717872086076,6.261207411835026
E02002358,22,55,86,369,6271,6781,92.47898540038342,1.2682495207196578,0.8110898097625718,0.32443592390502873,5.441675269134346
E02002359,10,40,69,300,4979,5388,92.4090571640683,1.2806236080178173,0.7423904974016332,0.1855976243504083,5.56792873051225
E02002360,30,111,157,400,4922,5590,88.05008944543829,2.808586762075134,1.9856887298747763,0.5366726296958855,7.155635062611807
E02002361,21,69,94,342,4182,4687,89.22551738852145,2.0055472583742264,1.4721570300832088,0.4480477917644549,7.296778323021122
E02002362,37,102,117,449,5716,6384,89.53634085213032,1.8327067669172932,1.5977443609022555,0.5795739348370927,7.033208020050126
E02002363,34,172,201,391,5355,6119,87.51429972217683,3.28485046576238,2.81091681647328,0.5556463474423926,6.389932995587515
E02002364,14,57,56,362,4221,4696,89.88500851788757,1.192504258943782,1.2137989778534923,0.2981260647359455,7.708688245315162
E02002366,12,70,53,522,5960,6605,90.2346707040121,0.8024224072672219,1.0598031794095382,0.1816805450416351,7.903103709311128
E02002367,34,75,70,446,4334,4925,88.0,1.4213197969543148,1.5228426395939088,0.6903553299492385,9.055837563451776
E02002368,14,56,98,330,6448,6932,93.01788805539528,1.413733410271206,0.8078476630121176,0.2019619157530294,4.760530871321408
E02002369,29,64,90,500,5329,5983,89.0690289152599,1.5042620758816647,1.0696974761825173,0.48470666889520303,8.357011532675914
E02002370,14,70,88,332,4957,5447,91.00422250780245,1.6155682026803744,1.2851110703139343,0.25702221406278686,6.095098219203232
E02002371,69,196,175,897,7084,8352,84.81800766283524,2.0953065134099615,2.346743295019157,0.8261494252873564,10.739942528735632
E02002373,101,524,313,881,6330,8048,78.6530815109344,3.8891650099403576,6.510934393638171,1.2549701789264414,10.946819085487078
E02002374,63,227,180,428,4924,5759,85.5009550269144,3.1255426289286334,3.941656537593332,1.0939399201250217,7.431845806563639
E02002375,20,108,146,454,4355,5063,86.01619593126605,2.8836658107841204,2.1331226545526367,0.39502271380604387,8.967015603397195
E02002376,20,50,46,550,4938,5584,88.43123209169055,0.82378223495702,0.8954154727793696,0.35816618911174786,9.849570200573066
E02002377,34,68,50,692,4745,5555,85.41854185418542,0.9000900090009001,1.2241224122412242,0.6120612061206121,12.457245724572457
E02002379,14,73,68,301,3909,4351,89.84141576649046,1.5628591128476212,1.677775224086417,0.3217651114686279,6.917949896575499
E02002380,11,47,69,261,4197,4574,91.75776125929164,1.5085264538696983,1.0275470048097943,0.2404897245299519,5.706165282028858
E02002381,20,71,103,327,4680,5181,90.3300521134916,1.988033198224281,1.3703918162516888,0.3860258637328701,6.311522872032427
E02002382,60,65,32,571,4169,4837,86.18978705809386,0.6615670870374198,1.3438081455447592,1.2404382881951623,11.80483770932396
E02002383,104,623,243,799,5917,7582,78.04009496175152,3.204959113690319,8.216829332629914,1.371669744130836,10.538116591928251
E02002384,84,498,272,1339,8062,10171,79.2645757545964,2.6742699832858126,4.896273719398289,0.8258774948382657,13.164880542719496
E02002385,145,575,337,816,5852,7580,77.20316622691293,4.4459102902374665,7.585751978891821,1.912928759894459,10.765171503957784
E02002386,17,74,97,390,7190,7751,92.76222422913173,1.2514514256225004,0.95471552057799,0.21932653851115985,5.031608824667785
E02002387,36,114,132,292,4224,4762,88.7022259554809,2.771944561108778,2.393952120957581,0.7559848803023939,6.131877362452751
E02002388,28,133,194,420,5512,6259,88.06518613196997,3.099536667199233,2.1249400862757626,0.4473558076370027,6.710337114555041
E02002389,9,47,87,522,5007,5663,88.41603390429101,1.5362881864736004,0.8299487903937842,0.15892636411795866,9.217729118841604
E02002390,18,57,116,344,5190,5707,90.94094971088137,2.032591554231645,0.9987734361310671,0.31540213772560016,6.027685298755914
E02002391,21,92,115,344,5903,6454,91.46265881623799,1.7818407189339944,1.4254725751471955,0.32537960954446854,5.330027889680818
E02002392,123,697,270,1243,7157,9367,76.40653357531761,2.8824596989430984,7.441016333938294,1.3131205295185224,13.269990391801004
E02002393,102,137,108,721,5604,6570,85.29680365296804,1.643835616438356,2.085235920852359,1.552511415525114,10.974124809741248
E02002394,22,124,70,546,4812,5552,86.67146974063401,1.260806916426513,2.23342939481268,0.3962536023054755,9.8342939481268
E02002395,15,41,61,445,5247,5794,90.55919917155678,1.052813255091474,0.7076285812909907,0.25888850535036245,7.680358992060753
E02002396,46,169,177,446,6684,7476,89.40609951845907,2.3675762439807384,2.2605671482075977,0.6153023006955591,5.965757089352595
E02002397,12,112,127,431,5568,6238,89.25937800577108,2.0359089451747354,1.7954472587367747,0.1923693491503687,6.909265790317409
E02002398,9,59,82,357,5843,6341,92.1463491562845,1.2931714240656047,0.9304526099984229,0.14193344898281027,5.630026809651475
E02002399,25,80,75,331,4403,4889,90.05931683370832,1.534056044180814,1.6363264471262018,0.511352014726938,6.77030067498466
E02002400,57,222,202,639,6595,7658,86.11909114651345,2.637764429354923,2.898929224340559,0.7443196657090624,8.344215199791067
E02002401,10,56,68,426,4259,4809,88.56311083385319,1.4140153878145145,1.1644832605531297,0.2079434393844874,8.858390517779165
E02002402,8,39,55,284,4509,4887,92.26519337016575,1.1254348270922856,0.798035604665439,0.16369961121342336,5.81133619807653
E02002403,19,66,61,326,4857,5310,91.46892655367232,1.1487758945386064,1.2429378531073447,0.35781544256120523,6.139359698681733
E02002404,51,303,327,854,7532,9016,83.54037267080744,3.626885536823425,3.3606921029281276,0.5656610470275066,9.472049689440993
E02002405,14,76,97,502,6567,7242,90.67937033968518,1.3394090030378347,1.0494338580502625,0.19331676332504832,6.931786799226733
E02002406,10,35,60,325,5551,5971,92.96600234466588,1.0048568079048736,0.5861664712778429,0.16747613465081226,5.4429743761513985
E02002407,14,96,81,400,4313,4890,88.20040899795501,1.6564417177914113,1.96319018404908,0.28629856850715746,8.1799591002045
E02002408,20,63,95,377,5668,6203,91.37514106077704,1.5315170078994034,1.015637594712236,0.32242463324197973,6.077704336611317
E02002409,14,48,91,340,4424,4903,90.2304711401183,1.8560065266163575,0.9789924535998369,0.28553946563328575,6.934529879665511
E02002410,25,78,127,364,5143,5712,90.03851540616246,2.223389355742297,1.365546218487395,0.4376750700280112,6.372549019607843
E02002411,118,193,243,640,6082,7158,84.96786811958647,3.3948030176026824,2.696283878178262,1.648505169041632,8.94104498463258
E02002412,25,86,121,301,5345,5853,91.32069024431915,2.0673159063728,1.4693319665128994,0.42713138561421493,5.142661882795148
E02002414,26,93,83,510,4339,5025,86.34825870646766,1.6517412935323383,1.8507462686567162,0.5174129353233831,10.149253731343283
E02002415,37,67,75,530,4873,5545,87.8809738503156,1.3525698827772767,1.2082957619477006,0.6672678088367899,9.558160504959423
E02002416,11,58,60,339,5281,5738,92.03555245730219,1.0456605088881143,1.0108051585918438,0.1917044266294876,5.907981875217846
E02002417,11,56,68,349,5429,5902,91.98576753642833,1.1521518129447645,0.9488309047780413,0.18637749915282956,5.913249745848865
E02002418,13,55,71,310,5364,5800,92.48275862068965,1.2241379310344829,0.9482758620689655,0.22413793103448273,5.344827586206897
E02002419,18,76,129,462,5629,6296,89.40597204574333,2.0489199491740786,1.207115628970775,0.28589580686149935,7.337992376111817
E02002420,25,91,87,542,5660,6380,88.71473354231975,1.3636363636363635,1.426332288401254,0.3918495297805642,8.495297805642634
E02002421,11,79,112,351,4232,4774,88.6468370339338,2.346041055718475,1.6547968160871385,0.2304147465437788,7.3523250942605785
E02002422,24,62,113,331,4836,5342,90.52789217521527,2.1153126169973793,1.1606140022463498,0.44926993635342566,6.196181205540996
E02002423,10,45,56,305,4120,4526,91.02960671674768,1.2372956252761822,0.9942554131683606,0.22094564737074682,6.738842244807778
E02002424,18,75,123,379,5618,6195,90.68603712671509,1.9854721549636805,1.2106537530266344,0.29055690072639223,6.117836965294592
E02002425,20,69,110,447,6517,7143,91.23617527649446,1.5399692006159875,0.9659806803863923,0.2799944001119978,6.25787484250315
E02002426,14,61,88,389,5852,6390,91.58059467918623,1.3771517996870108,0.9546165884194053,0.2190923317683881,6.087636932707356
E02002427,12,49,68,342,5023,5482,91.62714337832908,1.2404232032105071,0.893834367019336,0.21889821233126594,6.2385990514410805
E02002428,18,58,159,382,5674,6273,90.4511398055157,2.534672405547585,0.9245974812689304,0.2869440459110474,6.089590307667782
E02002429,23,72,104,392,6297,6865,91.72614712308813,1.5149308084486526,1.0487982520029133,0.3350327749453751,5.710123816460306
E02002430,10,79,73,413,5361,5926,90.46574417819777,1.231859601754978,1.3331083361457983,0.16874789065136686,6.969287883901451
E02002431,38,112,197,366,6425,7100,90.49295774647888,2.7746478873239435,1.5774647887323943,0.5352112676056338,5.154929577464789
E02002432,15,53,76,336,5705,6170,92.46353322528364,1.2317666126418152,0.8589951377633711,0.24311183144246357,5.445705024311183
E02002433,25,93,161,356,5178,5788,89.46095369730477,2.7816171389080857,1.6067726330338632,0.43192812715964063,6.150656530753283
E02002434,19,93,172,382,7240,7887,91.79662736148092,2.180803854444022,1.1791555724610117,0.2409027513630024,4.843413211614048
E02002435,17,75,109,357,6131,6672,91.89148681055156,1.633693045563549,1.1241007194244603,0.2547961630695444,5.350719424460432
E02002436,14,49,107,335,5070,5561,91.17065276029491,1.924114367919439,0.8811364862434813,0.2517532817838518,6.024096385542169
E02002437,5,39,51,250,4757,5097,93.32940945654306,1.0005885815185402,0.7651559741024131,0.09809691975671965,4.904845987835982
E02002438,11,77,97,461,6223,6858,90.74074074074075,1.4144065325167687,1.1227763196267133,0.16039661708953046,6.722076407115778
E02002439,21,107,159,406,6563,7235,90.71181755355909,2.1976503109882515,1.4789219073946096,0.2902557014512785,5.611610228058051
E02002440,14,48,84,355,5857,6344,92.3234552332913,1.3240857503152585,0.7566204287515763,0.22068095838587645,5.595838587641866
E02002441,20,102,139,525,7134,7900,90.30379746835443,1.759493670886076,1.2911392405063291,0.25316455696202533,6.645569620253164
E02002442,8,60,99,295,5611,6065,92.5144270403957,1.6323165704863973,0.9892827699917559,0.13190436933223415,4.863973619126134
E02002443,14,55,68,274,4656,5053,92.14328121907778,1.345735206807837,1.0884622996239859,0.2770631308133782,5.422521274490402
E02002444,7,43,91,308,5208,5650,92.17699115044248,1.6106194690265487,0.7610619469026548,0.12389380530973451,5.451327433628319
E02002445,19,61,99,412,6343,6915,91.72812725958062,1.4316702819956615,0.8821402747650037,0.274765003615329,5.958062183658712
E02002446,13,50,66,265,4649,5030,92.42544731610339,1.312127236580517,0.9940357852882704,0.25844930417495027,5.2683896620278325
E02002447,17,38,69,339,4511,4957,91.0026225539641,1.3919709501714748,0.7665926971958846,0.342949364535001,6.83881379866855
E02002448,15,70,102,421,5861,6454,90.81189959714906,1.5804152463588472,1.0845986984815619,0.23241400681747754,6.523086458010536
E02002449,8,65,124,467,7246,7902,91.69830422677802,1.5692229815236647,0.8225765628954695,0.10124019235636549,5.909896228802835
E02002450,17,62,98,387,5889,6436,91.50093225605967,1.5226848974518334,0.9633312616532007,0.2641392169049099,6.013051584835302
E02002451,15,50,76,457,6064,6647,91.22912592146834,1.1433729502030991,0.7522190461862495,0.22566571385587483,6.87528208214232
E02002452,22,103,132,429,6863,7527,91.1784243390461,1.753686727779992,1.368407067888933,0.29228112129666534,5.699481865284974
E02002453,19,85,130,488,7138,7841,91.03430684861625,1.657951791863283,1.0840454023721464,0.24231603111847977,6.223695957148323
E02002454,43,141,176,800,6362,7479,85.06484824174355,2.353255782858671,1.88527878058564,0.5749431742211526,10.696617194812141
E02002455,7,47,63,272,4657,5039,92.41913077991664,1.2502480650922803,0.932724746973606,0.13891645167692002,5.397896408017464
E02002456,32,130,162,564,5789,6645,87.11813393528969,2.4379232505643342,1.9563581640331076,0.4815650865312265,8.487584650112867
E02002457,36,71,88,503,5457,6119,89.181238764504,1.438143487497957,1.160320313776761,0.5883314267037097,8.220297434221278
E02002458,20,60,98,413,6803,7374,92.25657716300515,1.3289937618660157,0.8136696501220505,0.27122321670735017,5.600759425006781
E02002459,26,84,116,516,7196,7912,90.9504550050556,1.4661274014155714,1.0616784630940344,0.32861476238624876,6.521739130434782
E02002460,9,40,79,335,5796,6250,92.73599999999999,1.264,0.64,0.14400000000000002,5.36
E02002461,15,92,141,537,8771,9541,91.92956713132794,1.477832512315271,0.9642595115815953,0.1572162247143905,5.628340844775181
E02002462,12,67,77,365,5615,6124,91.6884389288047,1.2573481384715872,1.094056172436316,0.1959503592423253,5.9601567602873935
E02002463,25,80,142,558,6952,7732,89.91205380237972,1.8365235385411276,1.0346611484738748,0.3233316088980859,7.216761510605277
E02002464,15,80,87,418,6661,7246,91.92658018216947,1.2006624344465913,1.1040574109853711,0.2070107645597571,5.768699972398564
E02002465,16,43,86,396,4737,5262,90.02280501710376,1.6343595591030027,0.8171797795515013,0.3040668947168377,7.525655644241732
E02002466,17,63,108,395,6890,7456,92.4087982832618,1.448497854077253,0.8449570815450644,0.22800429184549356,5.29774678111588
E02002467,28,117,134,618,6277,7146,87.83935068569829,1.8751749230338652,1.63727959697733,0.3918275958578225,8.648194794290513
E02002468,6,43,53,279,4728,5103,92.65138154027042,1.0386047423084461,0.8426415833823241,0.11757789535567313,5.467372134038801
E02002469,6,50,71,288,4930,5339,92.33938939876381,1.3298370481363553,0.9365049634763064,0.11238059561715678,5.394268589623525
E02002470,7,29,42,258,4843,5172,93.63882443928848,0.8120649651972157,0.5607115235885538,0.13534416086620263,4.988399071925754
E02002471,14,61,98,554,8842,9555,92.53793825222397,1.0256410256410255,0.6384092098377813,0.14652014652014653,5.798011512297227
E02002472,11,87,80,271,4459,4897,91.0557484173984,1.6336532570961813,1.7765979170920974,0.22462732285072493,5.5340004084133145
E02002473,17,63,77,277,5246,5663,92.63641179586791,1.3597033374536465,1.1124845488257107,0.300194243333922,4.891400317852728
E02002474,9,51,98,329,5050,5528,91.35311143270623,1.772793053545586,0.9225759768451519,0.16280752532561504,5.951519536903039
E02002475,15,29,66,270,4871,5236,93.02902979373567,1.2605042016806722,0.5538579067990833,0.28647822765469827,5.156608097784568
E02002476,7,66,101,375,4666,5208,89.59293394777265,1.9393241167434718,1.2672811059907834,0.13440860215053765,7.200460829493087
E02002477,12,41,75,366,4619,5101,90.5508723779651,1.4702999411880022,0.8037639678494413,0.2352479905900804,7.175063712997451
E02002478,11,46,70,240,4659,5015,92.901296111665,1.3958125623130608,0.9172482552342971,0.21934197407776668,4.785643070787637
E02002479,9,52,96,479,6179,6806,90.78754040552454,1.4105201292976786,0.7640317367029091,0.13223626212165734,7.037907728474875
E02002480,11,43,70,331,4184,4628,90.40622299049265,1.512532411408816,0.9291270527225584,0.23768366464995677,7.1521175453759716
E02002481,12,58,61,345,5459,5923,92.16613202768868,1.0298835049805841,0.9792334965389161,0.20260003376667227,5.824750970791828
E02002482,8,60,76,304,5101,5541,92.05919509113878,1.3715935751669375,1.0828370330265296,0.14437827107020393,5.48637430066775
E02002483,5,49,106,394,7622,8171,93.28111614245502,1.297270835883001,0.5996818014930853,0.06119202056051891,4.82193122016889
E02002484,13,99,147,552,7311,8109,90.15908250092491,1.812800591934887,1.2208657047724751,0.16031569860648662,6.807251202367739
E02002485,6,62,103,459,5597,6221,89.96945828644913,1.6556823661790707,0.9966243369233243,0.09644751647645072,7.37823501044848
E02002489,25,134,136,408,5059,5737,88.18197664284469,2.3705769565975245,2.335715530765208,0.43576782290395677,7.1117308697925745
E02002490,10,67,66,303,4168,4604,90.52997393570807,1.4335360556038228,1.4552562988705473,0.2172024326672459,6.58123370981755
E02002491,9,46,60,302,4709,5117,92.02657807308971,1.172562048075044,0.8989642368575338,0.17588430721125659,5.901895641977721
E02002492,10,46,83,402,4934,5465,90.2836230558097,1.5187557182067704,0.8417200365965234,0.18298261665141813,7.3559011893870085
E02002493,7,23,85,318,5254,5680,92.5,1.4964788732394365,0.4049295774647887,0.12323943661971831,5.598591549295775
E02002494,22,64,87,385,5281,5817,90.78562833075469,1.4956162970603404,1.100223482894963,0.37820182224514354,6.618531889290012
E02002496,122,352,203,1080,7992,9627,83.01651604861327,2.1086527474810426,3.6563830892282123,1.2672691388802326,11.21844811467747
E02002497,22,79,105,482,3952,4618,85.5781723689909,2.27371156344738,1.7106972715461237,0.4763967085318319,10.43741879601559
E02002498,84,180,117,694,5599,6590,84.96206373292868,1.7754172989377845,2.731411229135053,1.274658573596358,10.531107738998482
E02002499,20,51,92,379,5098,5620,90.71174377224199,1.6370106761565837,0.9074733096085409,0.3558718861209964,6.743772241992882
E02002500,25,67,99,363,4115,4644,88.6089577950043,2.131782945736434,1.442721791559001,0.5383290267011198,7.816537467700259
E02002501,8,55,77,376,4201,4709,89.21214695264388,1.6351667020598852,1.167976215757061,0.16988744956466342,7.98471012953918
E02002502,7,73,133,525,6782,7513,90.27019832290696,1.770264874218022,0.9716491414880873,0.09317183548515906,6.98788766138693
E02002503,10,49,76,346,4596,5067,90.70455891059798,1.4999013222814288,0.9670416419972371,0.19735543714229326,6.828498125123347
E02002504,47,73,120,625,6837,7655,89.31417374265186,1.5676028739386023,0.953625081645983,0.6139777922926192,8.164598301763554
E02002505,9,46,65,306,4253,4670,91.07066381156316,1.3918629550321198,0.9850107066381156,0.19271948608137046,6.552462526766595
E02002506,9,70,90,428,3807,4395,86.62116040955632,2.04778156996587,1.5927189988623434,0.20477815699658702,9.738339021615472
