area,msoa,lad_code,lad,region,region_code
E00024546,E02001004,E08000001,Bolton,North West,E12000002
E00024547,E02001004,E08000001,Bolton,North West,E12000002
E00024548,E02001008,E08000001,Bolton,North West,E12000002
E00024551,E02001004,E08000001,Bolton,North West,E12000002
E00024552,E02001004,E08000001,Bolton,North West,E12000002
E00024553,E02001008,E08000001,Bolton,North West,E12000002
E00024554,E02001004,E08000001,Bolton,North West,E12000002
E00024555,E02000999,E08000001,Bolton,North West,E12000002
E00024556,E02001004,E08000001,Bolton,North West,E12000002
E00024557,E02001004,E08000001,Bolton,North West,E12000002
E00024558,E02001004,E08000001,Bolton,North West,E12000002
E00024559,E02001004,E08000001,Bolton,North West,E12000002
E00024560,E02001006,E08000001,Bolton,North West,E12000002
E00024561,E02001008,E08000001,Bolton,North West,E12000002
E00024562,E02001006,E08000001,Bolton,North West,E12000002
E00024563,E02001006,E08000001,Bolton,North West,E12000002
E00024565,E02000999,E08000001,Bolton,North West,E12000002
E00024566,E02001006,E08000001,Bolton,North West,E12000002
E00024567,E02001008,E08000001,Bolton,North West,E12000002
E00024568,E02001008,E08000001,Bolton,North West,E12000002
E00024569,E02001008,E08000001,Bolton,North West,E12000002
E00024570,E02001008,E08000001,Bolton,North West,E12000002
E00024571,E02001008,E08000001,Bolton,North West,E12000002
E00024572,E02001008,E08000001,Bolton,North West,E12000002
E00024573,E02001008,E08000001,Bolton,North West,E12000002
E00024574,E02000999,E08000001,Bolton,North West,E12000002
E00024575,E02001004,E08000001,Bolton,North West,E12000002
E00024576,E02001016,E08000001,Bolton,North West,E12000002
E00024577,E02001010,E08000001,Bolton,North West,E12000002
E00024578,E02001010,E08000001,Bolton,North West,E12000002
E00024579,E02001010,E08000001,Bolton,North West,E12000002
E00024580,E02001010,E08000001,Bolton,North West,E12000002
E00024581,E02001016,E08000001,Bolton,North West,E12000002
E00024582,E02001010,E08000001,Bolton,North West,E12000002
E00024583,E02001010,E08000001,Bolton,North West,E12000002
E00024584,E02001010,E08000001,Bolton,North West,E12000002
E00024585,E02001010,E08000001,Bolton,North West,E12000002
E00024586,E02001010,E08000001,Bolton,North West,E12000002
E00024587,E02001010,E08000001,Bolton,North West,E12000002
E00024588,E02001010,E08000001,Bolton,North West,E12000002
E00024589,E02001015,E08000001,Bolton,North West,E12000002
E00024590,E02001010,E08000001,Bolton,North West,E12000002
E00024591,E02001010,E08000001,Bolton,North West,E12000002
E00024592,E02001015,E08000001,Bolton,North West,E12000002
E00024593,E02001015,E08000001,Bolton,North West,E12000002
E00024594,E02001015,E08000001,Bolton,North West,E12000002
E00024595,E02001015,E08000001,Bolton,North West,E12000002
E00024596,E02001015,E08000001,Bolton,North West,E12000002
E00024597,E02001015,E08000001,Bolton,North West,E12000002
E00024598,E02001015,E08000001,Bolton,North West,E12000002
E00024599,E02001015,E08000001,Bolton,North West,E12000002
E00024600,E02001015,E08000001,Bolton,North West,E12000002
E00024601,E02001015,E08000001,Bolton,North West,E12000002
E00024602,E02001016,E08000001,Bolton,North West,E12000002
E00024603,E02001015,E08000001,Bolton,North West,E12000002
E00024604,E02001015,E08000001,Bolton,North West,E12000002
E00024605,E02001016,E08000001,Bolton,North West,E12000002
E00024606,E02001016,E08000001,Bolton,North West,E12000002
E00024607,E02001015,E08000001,Bolton,North West,E12000002
E00024608,E02001015,E08000001,Bolton,North West,E12000002
E00024609,E02001016,E08000001,Bolton,North West,E12000002
E00024610,E02001016,E08000001,Bolton,North West,E12000002
E00024611,E02001016,E08000001,Bolton,North West,E12000002
E00024612,E02001016,E08000001,Bolton,North West,E12000002
E00024613,E02001016,E08000001,Bolton,North West,E12000002
E00024614,E02001016,E08000001,Bolton,North West,E12000002
E00024615,E02001016,E08000001,Bolton,North West,E12000002
E00024616,E02001016,E08000001,Bolton,North West,E12000002
E00024617,E02001016,E08000001,Bolton,North West,E12000002
E00024618,E02001010,E08000001,Bolton,North West,E12000002
E00024619,E02001010,E08000001,Bolton,North West,E12000002
E00024620,E02000998,E08000001,Bolton,North West,E12000002
E00024621,E02000991,E08000001,Bolton,North West,E12000002
E00024622,E02000991,E08000001,Bolton,North West,E12000002
E00024623,E02000998,E08000001,Bolton,North West,E12000002
E00024624,E02000998,E08000001,Bolton,North West,E12000002
E00024625,E02000998,E08000001,Bolton,North West,E12000002
E00024626,E02000998,E08000001,Bolton,North West,E12000002
E00024627,E02000998,E08000001,Bolton,North West,E12000002
E00024628,E02000998,E08000001,Bolton,North West,E12000002
E00024629,E02000998,E08000001,Bolton,North West,E12000002
E00024630,E02000998,E08000001,Bolton,North West,E12000002
E00024631,E02000998,E08000001,Bolton,North West,E12000002
E00024632,E02000998,E08000001,Bolton,North West,E12000002
E00024633,E02000998,E08000001,Bolton,North West,E12000002
E00024634,E02000998,E08000001,Bolton,North West,E12000002
E00024635,E02000991,E08000001,Bolton,North West,E12000002
E00024636,E02000994,E08000001,Bolton,North West,E12000002
E00024637,E02000991,E08000001,Bolton,North West,E12000002
E00024638,E02000991,E08000001,Bolton,North West,E12000002
E00024639,E02000994,E08000001,Bolton,North West,E12000002
E00024640,E02000991,E08000001,Bolton,North West,E12000002
E00024641,E02000991,E08000001,Bolton,North West,E12000002
E00024642,E02000994,E08000001,Bolton,North West,E12000002
E00024643,E02000991,E08000001,Bolton,North West,E12000002
E00024644,E02000994,E08000001,Bolton,North West,E12000002
E00024645,E02000994,E08000001,Bolton,North West,E12000002
E00024646,E02000991,E08000001,Bolton,North West,E12000002
E00024647,E02000991,E08000001,Bolton,North West,E12000002
E00024648,E02000991,E08000001,Bolton,North West,E12000002
E00024649,E02000994,E08000001,Bolton,North West,E12000002
E00024650,E02000994,E08000001,Bolton,North West,E12000002
E00024651,E02000998,E08000001,Bolton,North West,E12000002
E00024652,E02000994,E08000001,Bolton,North West,E12000002
E00024653,E02000994,E08000001,Bolton,North West,E12000002
