area,msoa,lad_code,region_code,region
E00024585,E02001010,E08000001,E12000002,North West
E00024586,E02001010,E08000001,E12000002,North West
E00024587,E02001010,E08000001,E12000002,North West
E00024588,E02001010,E08000001,E12000002,North West
E00024589,E02001015,E08000001,E12000002,North West
E00024590,E02001010,E08000001,E12000002,North West
E00024591,E02001010,E08000001,E12000002,North West
E00024592,E02001015,E08000001,E12000002,North West
E00024593,E02001015,E08000001,E12000002,North West
E00024594,E02001015,E08000001,E12000002,North West
E00024595,E02001015,E08000001,E12000002,North West
E00024596,E02001015,E08000001,E12000002,North West
E00024597,E02001015,E08000001,E12000002,North West
E00024598,E02001015,E08000001,E12000002,North West
E00024599,E02001015,E08000001,E12000002,North West
E00024600,E02001015,E08000001,E12000002,North West
E00024601,E02001015,E08000001,E12000002,North West
E00024602,E02001016,E08000001,E12000002,North West
E00024603,E02001015,E08000001,E12000002,North West
E00024604,E02001015,E08000001,E12000002,North West
E00024605,E02001016,E08000001,E12000002,North West
E00024606,E02001016,E08000001,E12000002,North West
E00024607,E02001015,E08000001,E12000002,North West
E00024608,E02001015,E08000001,E12000002,North West
E00024609,E02001016,E08000001,E12000002,North West
E00024610,E02001016,E08000001,E12000002,North West
E00024611,E02001016,E08000001,E12000002,North West
E00024612,E02001016,E08000001,E12000002,North West
E00024613,E02001016,E08000001,E12000002,North West
E00024614,E02001016,E08000001,E12000002,North West
E00024615,E02001016,E08000001,E12000002,North West
E00024616,E02001016,E08000001,E12000002,North West
E00024617,E02001016,E08000001,E12000002,North West
E00024618,E02001010,E08000001,E12000002,North West
E00024619,E02001010,E08000001,E12000002,North West
E00024620,E02000998,E08000001,E12000002,North West
E00024621,E02000991,E08000001,E12000002,North West
E00024622,E02000991,E08000001,E12000002,North West
E00024623,E02000998,E08000001,E12000002,North West
E00024624,E02000998,E08000001,E12000002,North West
E00024625,E02000998,E08000001,E12000002,North West
E00024626,E02000998,E08000001,E12000002,North West
E00024627,E02000998,E08000001,E12000002,North West
E00024628,E02000998,E08000001,E12000002,North West
E00024629,E02000998,E08000001,E12000002,North West
E00024630,E02000998,E08000001,E12000002,North West
E00024631,E02000998,E08000001,E12000002,North West
E00024632,E02000998,E08000001,E12000002,North West
E00024633,E02000998,E08000001,E12000002,North West
E00024634,E02000998,E08000001,E12000002,North West
E00024635,E02000991,E08000001,E12000002,North West
E00024636,E02000994,E08000001,E12000002,North West
E00024637,E02000991,E08000001,E12000002,North West
E00024638,E02000991,E08000001,E12000002,North West
E00024639,E02000994,E08000001,E12000002,North West
E00024640,E02000991,E08000001,E12000002,North West
E00024641,E02000991,E08000001,E12000002,North West
E00024642,E02000994,E08000001,E12000002,North West
E00024643,E02000991,E08000001,E12000002,North West
E00024644,E02000994,E08000001,E12000002,North West
E00024645,E02000994,E08000001,E12000002,North West
E00024646,E02000991,E08000001,E12000002,North West
E00024647,E02000991,E08000001,E12000002,North West
E00024648,E02000991,E08000001,E12000002,North West
E00024649,E02000994,E08000001,E12000002,North West
E00024650,E02000994,E08000001,E12000002,North West
E00024651,E02000998,E08000001,E12000002,North West
E00024652,E02000994,E08000001,E12000002,North West
E00024653,E02000994,E08000001,E12000002,North West
E00024654,E02000998,E08000001,E12000002,North West
E00024655,E02000994,E08000001,E12000002,North West
E00024656,E02000998,E08000001,E12000002,North West
E00024657,E02000994,E08000001,E12000002,North West
E00024659,E02000998,E08000001,E12000002,North West
E00024660,E02000998,E08000001,E12000002,North West
E00024661,E02000998,E08000001,E12000002,North West
E00024662,E02001012,E08000001,E12000002,North West
E00024663,E02001012,E08000001,E12000002,North West
E00024664,E02001016,E08000001,E12000002,North West
E00024665,E02001016,E08000001,E12000002,North West
E00024666,E02001012,E08000001,E12000002,North West
E00024667,E02001006,E08000001,E12000002,North West
E00024668,E02001008,E08000001,E12000002,North West
E00024669,E02001008,E08000001,E12000002,North West
E00024670,E02001012,E08000001,E12000002,North West
E00024671,E02001008,E08000001,E12000002,North West
E00024672,E02001008,E08000001,E12000002,North West
E00024673,E02001008,E08000001,E12000002,North West
E00024674,E02001006,E08000001,E12000002,North West
E00024675,E02001008,E08000001,E12000002,North West
E00024676,E02001008,E08000001,E12000002,North West
E00024677,E02001012,E08000001,E12000002,North West
E00024678,E02001006,E08000001,E12000002,North West
E00024679,E02001008,E08000001,E12000002,North West
E00024680,E02001012,E08000001,E12000002,North West
E00024681,E02001012,E08000001,E12000002,North West
E00024682,E02001012,E08000001,E12000002,North West
E00024683,E02001012,E08000001,E12000002,North West
E00024684,E02001012,E08000001,E12000002,North West
E00024685,E02001012,E08000001,E12000002,North West
E00024686,E02001012,E08000001,E12000002,North West
E00024687,E02001012,E08000001,E12000002,North West
E00024688,E02001012,E08000001,E12000002,North West
E00024689,E02001012,E08000001,E12000002,North West
E00024690,E02001012,E08000001,E12000002,North West
E00024691,E02001012,E08000001,E12000002,North West
E00024692,E02001012,E08000001,E12000002,North West
E00024693,E02001012,E08000001,E12000002,North West
E00024694,E02001016,E08000001,E12000002,North West
E00024695,E02001016,E08000001,E12000002,North West
E00024696,E02001016,E08000001,E12000002,North West
E00024697,E02001016,E08000001,E12000002,North West
E00024698,E02001016,E08000001,E12000002,North West
E00024699,E02001016,E08000001,E12000002,North West
E00024700,E02001016,E08000001,E12000002,North West
E00024701,E02001016,E08000001,E12000002,North West
E00024702,E02001016,E08000001,E12000002,North West
E00024703,E02001006,E08000001,E12000002,North West
E00024705,E02000990,E08000001,E12000002,North West
E00024706,E02000990,E08000001,E12000002,North West
E00024708,E02000997,E08000001,E12000002,North West
E00024709,E02000997,E08000001,E12000002,North West
E00024710,E02000997,E08000001,E12000002,North West
E00024711,E02000990,E08000001,E12000002,North West
E00024712,E02000997,E08000001,E12000002,North West
E00024713,E02000997,E08000001,E12000002,North West
E00024714,E02000997,E08000001,E12000002,North West
E00024715,E02000997,E08000001,E12000002,North West
E00024716,E02000997,E08000001,E12000002,North West
E00024717,E02000997,E08000001,E12000002,North West
E00024718,E02000997,E08000001,E12000002,North West
E00024719,E02000997,E08000001,E12000002,North West
E00024720,E02000997,E08000001,E12000002,North West
E00024721,E02000997,E08000001,E12000002,North West
E00024722,E02000997,E08000001,E12000002,North West
E00024723,E02000997,E08000001,E12000002,North West
E00024724,E02000990,E08000001,E12000002,North West
E00024725,E02000987,E08000001,E12000002,North West
E00024726,E02000987,E08000001,E12000002,North West
E00024727,E02000987,E08000001,E12000002,North West
E00024728,E02000987,E08000001,E12000002,North West
E00024729,E02000987,E08000001,E12000002,North West
E00024730,E02000987,E08000001,E12000002,North West
E00024731,E02000987,E08000001,E12000002,North West
E00024732,E02000987,E08000001,E12000002,North West
E00024733,E02000987,E08000001,E12000002,North West
E00024734,E02000987,E08000001,E12000002,North West
E00024735,E02000987,E08000001,E12000002,North West
E00024736,E02000987,E08000001,E12000002,North West
E00024737,E02000987,E08000001,E12000002,North West
E00024738,E02000987,E08000001,E12000002,North West
E00024739,E02000987,E08000001,E12000002,North West
E00024740,E02000987,E08000001,E12000002,North West
E00024741,E02000990,E08000001,E12000002,North West
E00024742,E02000987,E08000001,E12000002,North West
E00024743,E02000987,E08000001,E12000002,North West
